source_name	source_qid	parity	target_name	target_qid	target_uid	reason	witness	
Pilosella alpicola	ott:48658	-	Pilosella ullepitschii	ncbi:268042	48647	noinfo	null

Pilosella peleteriana	ott:566824	=>	Pilosella peleteriana	ncbi:1155350	566824	same/primary-name	Pilosella peleteriana
Pilosella peleteriana	ott:566824	-	Hieracium peleterianum	ncbi:268057	569337	noinfo	null

Andryala ragusina	ott:151036	=>	Andryala ragusina	ncbi:268005	151036	same/parent+parent	Hieraciinae|Hieraciinae
Andryala ragusina	ott:151036	-	Crepis incana	ncbi:509666	1013027	noinfo/lineage	Hieraciinae|Crepidinae

Rhagadiolus stellatus	ott:339811	=>	Rhagadiolus stellatus	ncbi:122547	339811	same/primary-name	Rhagadiolus stellatus
Rhagadiolus stellatus	ott:339811	-	Rhagadiolus edulis	ncbi:212691	977943	noinfo	null

Taraxacum stevenii	ott:86753	=>	Taraxacum stevenii	ncbi:118633	86753	same/primary-name	Taraxacum stevenii
Taraxacum stevenii	ott:86753	-	Taraxacum crepidiforme	ncbi:90026	4727298	noinfo	null

Taraxacum sonchoides	ott:136229	=>	Taraxacum sonchoides	ncbi:90054	136229	same/parent+parent	Crepidinae|Crepidinae
Taraxacum sonchoides	ott:136229	-	Scorzoneroides montana	ncbi:379116	613984	noinfo/lineage	Crepidinae|Hypochaeridinae

Taraxacum serotinum	ott:136231	=>	Taraxacum serotinum	ncbi:90052	136231	same/primary-name	Taraxacum serotinum
Taraxacum serotinum	ott:136231	-	Taraxacum haussknechtii	ncbi:1522212	9003148	noinfo	null

Taraxacum erythrospermum	ott:172884	=>	Taraxacum erythrospermum	ncbi:268104	172884	same/primary-name	Taraxacum erythrospermum
Taraxacum erythrospermum	ott:172884	-	Taraxacum disseminatum	ncbi:511095	435664	noinfo	null

Taraxacum alpinum	ott:172885	=>	Taraxacum alpinum	ncbi:268103	172885	same/primary-name	Taraxacum alpinum
Taraxacum alpinum	ott:172885	-	Taraxacum	ncbi:49743	524978	noinfo	null

Taraxacum laevigatum	ott:270433	=>	Taraxacum laevigatum	ncbi:170732	270433	same/primary-name	Taraxacum laevigatum
Taraxacum laevigatum	ott:270433	-	Taraxacum erythrospermum	ncbi:268104	172884	noinfo	null

Taraxacum cylleneum	ott:366886	=>	Taraxacum cylleneum	ncbi:125326	366886	same/primary-name	Taraxacum cylleneum
Taraxacum cylleneum	ott:366886	-	Taraxacum glaciale	ncbi:1522211	9003147	noinfo	null

Taraxacum hyparcticum	ott:3895690	=>	Taraxacum hyparcticum	ncbi:1301464	3895690	same/primary-name	Taraxacum hyparcticum
Taraxacum hyparcticum	ott:3895690	-	Taraxacum arcticum	ncbi:511092	435658	noinfo	null

Taraxacum sinicum	ott:738086	=>	Taraxacum sinicum	ncbi:524209	738086	same/primary-name	Taraxacum sinicum
Taraxacum sinicum	ott:738086	-	Taraxacum armeriifolium	ncbi:524193	544945	noinfo	null

Taraxacum alaskanum	ott:797008	=>	Taraxacum alaskanum	ncbi:669845	797008	same/primary-name	Taraxacum alaskanum
Taraxacum alaskanum	ott:797008	-	Taraxacum sibiricum	gbif:5394568	9003185	noinfo	null

Taraxacum ceratophorum	ott:797011	=>	Taraxacum ceratophorum	ncbi:669847	797011	same/primary-name	Taraxacum ceratophorum
Taraxacum ceratophorum	ott:797011	-	Taraxacum arctogenum	ncbi:90020	812152	noinfo	null

Taraxacum croceum	ott:797031	=>	Taraxacum croceum	ncbi:669848	797031	same/primary-name	Taraxacum croceum
Taraxacum croceum	ott:797031	-	Taraxacum naevosum	ncbi:90038	288312	noinfo	null

Taraxacum amplum	ott:1003384	=>	Taraxacum amplum	ncbi:1220049	1003384	same/primary-name	Taraxacum amplum
Taraxacum amplum	ott:1003384	-	Taraxacum robustum	gbif:7911142	9003179	noinfo	null

Ixeridium chinense	ott:861688	=>	Ixeris chinensis	ncbi:318058	861688	same/parent+parent	Crepidinae|Crepidinae
Ixeridium chinense	ott:861688	-	Lactuca chinensis	gbif:7508876	9004933	noinfo/lineage	Crepidinae|Lactucinae

Askellia flexuosa	ott:385983	=>	Askellia flexuosa	ncbi:509657	385983	same/primary-name	Askellia flexuosa
Askellia flexuosa	ott:385983	-	Crepis nicaeensis	ncbi:268024	589772	noinfo	null

Garhadiolus hedypnois	ott:897276	=>	Garhadiolus hedypnois	ncbi:519266	897276	same/primary-name	Garhadiolus hedypnois
Garhadiolus hedypnois	ott:897276	-	Rhagadiolus angulosus	ncbi:268089	28042	noinfo	null

Crepis setosa	ott:99795	=>	Crepis setosa	ncbi:268029	99795	same/primary-name	Crepis setosa
Crepis setosa	ott:99795	-	Crepis ramosissima	gbif:8500279	9003098	noinfo	null

Crepis rubra	ott:99813	=>	Crepis rubra	ncbi:268027	99813	same/primary-name	Crepis rubra
Crepis rubra	ott:99813	-	Crepis auriculifolia	ncbi:509645	962146	noinfo	null

Crepis acuminata	ott:336642	=>	Crepis acuminata	ncbi:509639	336642	same/primary-name	Crepis acuminata
Crepis acuminata	ott:336642	-	Crepis atribarba subsp. originalis	ncbi:1111085	434865	noinfo	null

Crepis cretica	ott:385989	=>	Crepis cretica	ncbi:509654	385989	same/primary-name	Crepis cretica
Crepis cretica	ott:385989	-	Crepis bellidifolia	ncbi:509647	962150	noinfo	null

Crepis froelichiana	ott:674065	=>	Crepis froelichiana	ncbi:268018	674065	same/primary-name	Crepis froelichiana
Crepis froelichiana	ott:674065	-	Crepis incarnata	ncbi:509667	1013029	noinfo	null

Crepis alpestris	ott:674079	=>	Crepis alpestris	ncbi:268012	674079	same/primary-name	Crepis alpestris
Crepis alpestris	ott:674079	-	Crepis albida	ncbi:509640	962137	noinfo	null

Crepis paludosa	ott:871420	=>	Crepis paludosa	ncbi:310247	871420	same/parent+parent	Crepidinae|Crepidinae
Crepis paludosa	ott:871420	-	Hieracium paniculatum	ncbi:883012	439508	noinfo/lineage	Crepidinae|Hieraciinae

Crepis capillaris	ott:949962	=>	Crepis capillaris	ncbi:13465	949962	same/primary-name	Crepis capillaris
Crepis capillaris	ott:949962	-	Crepis neglecta	ncbi:268023	99807	noinfo	null

Crepis barbigera	ott:960681	=>	Crepis barbigera	ncbi:1111090	960681	same/primary-name	Crepis barbigera
Crepis barbigera	ott:960681	-	Crepis baruigera	gbif:8212337	9003090	noinfo	null

Crepis fuliginosa	ott:1013041	=>	Crepis fuliginosa	ncbi:509661	1013041	same/primary-name	Crepis fuliginosa
Crepis fuliginosa	ott:1013041	-	Crepis biennis	ncbi:122532	1016032	noinfo	null

Crepis pyrenaica	ott:1016030	=>	Crepis pyrenaica	ncbi:122533	1016030	same/primary-name	Crepis pyrenaica
Crepis pyrenaica	ott:1016030	-	Crepis blattarioides	ncbi:509648	962133	noinfo	null

Pterocypsela elata	ott:287222	=>	Pterocypsela elata	ncbi:687678	287222	same/primary-name	Pterocypsela elata
Pterocypsela elata	ott:287222	-	Lactuca raddeana	ncbi:1400687	9004942	noinfo	null

Cephalorrhynchus tuberosus	ott:336644	=>	Lactuca hispida	ncbi:509638	336644	same/source-id	null
Cephalorrhynchus tuberosus	ott:336644	-	Cicerbita hispida	ncbi:1400643	9004927	noinfo	null

Lactuca dregeana	ott:104471	=>	Lactuca dregeana	ncbi:75944	104471	same/primary-name	Lactuca dregeana
Lactuca dregeana	ott:104471	-	Lactuca sativa	ncbi:4236	515700	noinfo	null

Lactuca sativa var. capitata	ott:5265162	=>	Lactuca sativa var. capitata	ncbi:1049369	5265162	same/primary-name	Lactuca sativa var. capitata
Lactuca sativa var. capitata	ott:5265162	-	Lactuca sativa	ncbi:4236	515700	noinfo	null

Lactuca sativa var. crispa	ott:648301	=>	Lactuca sativa var. crispa	ncbi:466611	648301	same/primary-name	Lactuca sativa var. crispa
Lactuca sativa var. crispa	ott:648301	-	Lactuca sativa	ncbi:4236	515700	noinfo	null

Lactuca tatarica	ott:678390	=>	Lactuca tatarica	ncbi:75952	678390	same/primary-name	Lactuca tatarica
Lactuca tatarica	ott:678390	-	Mulgedium oblongifolium	ncbi:1635301	9004979	noinfo	null

Lactuca viminea	ott:678394	=>	Lactuca viminea	ncbi:75951	678394	same/primary-name	Lactuca viminea
Lactuca viminea	ott:678394	-	Scariola viminea	ncbi:1400690	9005012	noinfo	null

Mycelis	ott:678377	=>	Mycelis	ncbi:75959	678377	same/primary-name	Mycelis
Mycelis	ott:678377	-	Lactuca	ncbi:4235	336640	noinfo	null

Tragopogon pratensis	ott:418348	=>	Tragopogon pratensis	ncbi:41653	418348	same/primary-name	Tragopogon pratensis
Tragopogon pratensis	ott:418348	-	Tragopogon rumelicus	ncbi:500733	518453	noinfo	null

Tragopogon major	ott:471444	=>	Tragopogon major	ncbi:285201	471444	same/primary-name	Tragopogon major
Tragopogon major	ott:471444	-	Tragopogon dubius	ncbi:45322	462870	noinfo	null

Tragopogon ruber	ott:471480	=>	Tragopogon ruber	ncbi:285208	471480	same/primary-name	Tragopogon ruber
Tragopogon ruber	ott:471480	-	Tragopogon kasahstanicus	ncbi:1428956	9005056	noinfo	null

Tragopogon marginifolius	ott:518458	=>	Tragopogon marginifolius	ncbi:500731	518458	same/primary-name	Tragopogon marginifolius
Tragopogon marginifolius	ott:518458	-	Tragopogon marginatus	ncbi:285599	574453	noinfo	null

Tragopogon sosnowskyi	ott:727878	=>	Tragopogon sosnowskyi	ncbi:285600	727878	same/primary-name	Tragopogon sosnowskyi
Tragopogon sosnowskyi	ott:727878	-	Tragopogon agrostiphyllus	ncbi:500721	1095803	noinfo	null

Tragopogon pterocarpus	ott:747019	=>	Tragopogon pterocarpus	ncbi:268112	747019	same/primary-name	Tragopogon pterocarpus
Tragopogon pterocarpus	ott:747019	-	Tragopogon straussii	ncbi:1436957	9005077	noinfo	null

Tragopogon reticulatus	ott:812756	=>	Tragopogon reticulatus	ncbi:285207	812756	same/primary-name	Tragopogon reticulatus
Tragopogon reticulatus	ott:812756	-	Tragopogon stenophyllus	ncbi:285214	288839	noinfo	null

Tragopogon dasyrhynchus	ott:1067917	=>	Tragopogon dasyrhynchus	ncbi:285191	1067917	same/primary-name	Tragopogon dasyrhynchus
Tragopogon dasyrhynchus	ott:1067917	-	Tragopogon elatior	ncbi:929401	924915	noinfo	null

Tragopogon minor	ott:1070430	=>	Tragopogon minor	ncbi:261647	1070430	same/primary-name	Tragopogon minor
Tragopogon minor	ott:1070430	-	Tragopogon dubius	ncbi:45322	462870	noinfo	null

Tragopogon agrostiphyllus	ott:1095803	=>	Tragopogon agrostiphyllus	ncbi:500721	1095803	same/primary-name	Tragopogon agrostiphyllus
Tragopogon agrostiphyllus	ott:1095803	-	Tragopogon vvedenskyi	ncbi:1428984	9005079	noinfo	null

Tragopogon tanaiticus	ott:3896933	=>	Tragopogon tanaiticus	ncbi:1428971	3896933	same/primary-name	Tragopogon tanaiticus
Tragopogon tanaiticus	ott:3896933	-	Tragopogon donetzicus	ncbi:1428952	9005053	noinfo	null

Scorzonera intricata	ott:359947	=>	Scorzonera intricata	ncbi:1194694	359947	same/primary-name	Scorzonera intricata
Scorzonera intricata	ott:359947	-	Scorzonera tortuosissima	ncbi:1428942	9005041	noinfo	null

Scorzonera angustifolia	ott:378661	=>	Scorzonera angustifolia	ncbi:268091	378661	same/primary-name	Scorzonera angustifolia
Scorzonera angustifolia	ott:378661	-	Scorzonera graminifolia	ncbi:268095	868411	noinfo	null

Scorzonera troodea	ott:634664	=>	Scorzonera troodea	ncbi:509704	634664	same/primary-name	Scorzonera troodea
Scorzonera troodea	ott:634664	-	Scorzonera papposa	ncbi:261623	1019986	noinfo	null

Scorzonera aucheriana	ott:905989	=>	Scorzonera aucheriana	ncbi:871877	905989	same/primary-name	Scorzonera aucheriana
Scorzonera aucheriana	ott:905989	-	Scorzonera divaricata	ncbi:1205778	923825	noinfo	null

Willemetia stipitata	ott:854893	=>	Willemetia stipitata	ncbi:519273	854893	same/primary-name	Willemetia stipitata
Willemetia stipitata	ott:854893	-	Willemetia hieracioides	gbif:8025581	9003082	noinfo	null

Picris rhagadioloides	ott:96838	=>	Picris rhagadioloides	ncbi:379641	96838	same/primary-name	Picris rhagadioloides
Picris rhagadioloides	ott:96838	-	Picris altissima	ncbi:320624	865051	noinfo	null

Picris hispanica	ott:515817	=>	Picris hispanica	ncbi:379639	515817	same/primary-name	Picris hispanica
Picris hispanica	ott:515817	-	Leontodon hispanicus	ncbi:673752	1035203	noinfo	null

Picris altissima	ott:865051	=>	Picris altissima	ncbi:320624	865051	same/primary-name	Picris altissima
Picris altissima	ott:865051	-	Picris rhagadioloides	ncbi:379641	96838	noinfo	null

Leontodon filii	ott:412146	=>	Leontodon filii	ncbi:1053362	412146	same/primary-name	Leontodon filii
Leontodon filii	ott:412146	-	Leontodon carreiroi	ncbi:1638921	9004899	noinfo	null

Leontodon rigens	ott:515827	=>	Leontodon rigens	ncbi:379630	515827	same/primary-name	Leontodon rigens
Leontodon rigens	ott:515827	-	Leontodon hochstetteri	ncbi:1639343	9004901	noinfo	null

Leontodon hispidus	ott:864431	=>	Leontodon hispidus	ncbi:58660	864431	same/primary-name	Leontodon hispidus
Leontodon hispidus	ott:864431	-	Leontodon asperrimus	ncbi:379619	566382	noinfo	null

Prenanthes purpurea	ott:475563	=>	Prenanthes purpurea	ncbi:43204	475563	same/parent+parent	Hypochaeridinae|Hypochaeridinae
Prenanthes purpurea	ott:475563	-	Stephanomeria tenuifolia	ncbi:184965	578675	noinfo/lineage	Hypochaeridinae|Microseridinae

Hedypnois rhagadioloides	ott:621442	=>	Hedypnois rhagadioloides	ncbi:268036	621442	same/parent+parent	Hypochaeridinae|Hypochaeridinae
Hedypnois rhagadioloides	ott:621442	-	Rhagadiolus hedypnois	ncbi:509700	634672	noinfo/lineage	Hypochaeridinae|Crepidinae

Hypochaeris radicata	ott:388993	=>	Hypochaeris radicata	ncbi:58656	388993	same/primary-name	Hypochaeris radicata
Hypochaeris radicata	ott:388993	-	Hypochaeris taraxacoides	ncbi:212683	401840	noinfo	null

Hypochaeris robertia	ott:388992	=>	Hypochaeris robertia	ncbi:58657	388992	same/primary-name	Hypochaeris robertia
Hypochaeris robertia	ott:388992	-	Hypochaeris stenocephala	gbif:8697970	9004893	noinfo	null

Hypochaeris glabra	ott:914609	=>	Hypochaeris glabra	ncbi:58647	914609	same/primary-name	Hypochaeris glabra
Hypochaeris glabra	ott:914609	-	Hedypnois glabra	ncbi:268035	621445	noinfo	null

Hypochaeris achyrophorus	ott:914613	=>	Hypochaeris achyrophorus	ncbi:58644	914613	same/primary-name	Hypochaeris achyrophorus
Hypochaeris achyrophorus	ott:914613	-	Hypochaeris laevigata	ncbi:58649	914616	noinfo	null

Hypochaeris chillensis	ott:914614	=>	Hypochaeris chillensis	ncbi:58645	914614	same/primary-name	Hypochaeris chillensis
Hypochaeris chillensis	ott:914614	-	Hypochaeris argentina	ncbi:456967	384475	noinfo	null

Cichorium endivia	ott:485946	=>	Cichorium endivia	ncbi:114280	485946	same/primary-name	Cichorium endivia
Cichorium endivia	ott:485946	-	Cichorium intybus	ncbi:13427	692350	noinfo	null

Cichorium pumilum	ott:1085088	=>	Cichorium pumilum	ncbi:114281	1085088	same/primary-name	Cichorium pumilum
Cichorium pumilum	ott:1085088	-	Cichorium glandulosum	ncbi:1405821	9003083	noinfo	null

Aetheorhiza bulbosa	ott:212028	=>	Sonchus bulbosus	ncbi:43188	212028	same/parent+parent	Hyoseridinae|Hyoseridinae
Aetheorhiza bulbosa	ott:212028	-	Pilosella ×auriculoides (Lang) P.D.Sell & C.West	gbif:7838762	9004847	noinfo/lineage	Hyoseridinae|Hieraciinae

Hyoseris lucida	ott:518529	=>	Hyoseris lucida	ncbi:268074	518529	same/primary-name	Hyoseris lucida
Hyoseris lucida	ott:518529	-	Hyoseris radiata	ncbi:122537	1016025	noinfo	null

Reichardia intermedia	ott:28030	=>	Reichardia intermedia	ncbi:268088	28030	same/primary-name	Reichardia intermedia
Reichardia intermedia	ott:28030	-	Sonchus intermedius	gbif:7851903	9004870	noinfo	null

Reichardia tingitana	ott:475567	=>	Reichardia tingitana	ncbi:43208	475567	same/primary-name	Reichardia tingitana
Reichardia tingitana	ott:475567	-	Sonchus glaucus	gbif:8335783	9004867	noinfo	null

Lactucosonchus webbii	ott:735686	=>	Sonchus webbii	ncbi:43197	735686	same/source-id	null
Lactucosonchus webbii	ott:735686	-	Sonchus heterophyllus	ncbi:50222	451172	noinfo	null

Launaea nudicaulis	ott:475555	=>	Launaea nudicaulis	ncbi:43200	475555	same/parent+parent	Hyoseridinae|Hyoseridinae
Launaea nudicaulis	ott:475555	-	Carpesium divaricatum	ncbi:313927	137931	noinfo/lineage	Hyoseridinae|Inulinae

Launaea lanifera	ott:882819	=>	Launaea lanifera	ncbi:519269	882819	same/primary-name	Launaea lanifera
Launaea lanifera	ott:882819	-	Launaea spinosa	gbif:8324490	9004861	noinfo	null

Sonchus tenerrimus	ott:488959	=>	Sonchus tenerrimus	ncbi:255578	488959	same/primary-name	Sonchus tenerrimus
Sonchus tenerrimus	ott:488959	-	Sonchus perennis	gbif:8256669	9004873	noinfo	null

Sonchus arvensis	ott:761934	=>	Sonchus arvensis	ncbi:50192	761934	same/parent+parent	Hyoseridinae|Hyoseridinae
Sonchus arvensis	ott:761934	-	Pilosella ×auriculoides (Lang) P.D.Sell & C.West	gbif:7838762	9004847	noinfo/lineage	Hyoseridinae|Hieraciinae

Sonchus gonzalezpadronii	ott:827561	=>	Sonchus gonzalezpadronii	ncbi:50202	827561	same/primary-name	Sonchus gonzalezpadronii
Sonchus gonzalezpadronii	ott:827561	-	Sonchus gomeraensis	ncbi:1519691	9004868	noinfo	null

Picrothamnus desertorum	ott:274419	=>	Picrothamnus desertorum	ncbi:333959	274419	same/primary-name	Picrothamnus desertorum
Picrothamnus desertorum	ott:274419	-	Artemisia spinescens	ncbi:205379	154469	noinfo	null

Artemisia laciniatiformis	ott:246987	=>	Artemisia laciniatiformis	ncbi:401910	246987	same/primary-name	Artemisia laciniatiformis
Artemisia laciniatiformis	ott:246987	-	Artemisia laciniata	ncbi:401909	821712	noinfo	null

Artemisia incana	ott:274427	=>	Artemisia incana	ncbi:333951	274427	same/primary-name	Artemisia incana
Artemisia incana	ott:274427	-	Artemisia orientalis	gbif:7824077	9000157	noinfo	null

Artemisia stelleriana	ott:274437	=>	Artemisia stelleriana	ncbi:333954	274437	same/primary-name	Artemisia stelleriana
Artemisia stelleriana	ott:274437	-	Artemisia chinensis	ncbi:99046	984703	noinfo	null

Artemisia sericea	ott:297229	=>	Artemisia sericea	ncbi:401933	297229	same/primary-name	Artemisia sericea
Artemisia sericea	ott:297229	-	Artemisia czekanowskiana	ncbi:401889	636837	noinfo	null

Artemisia senjavinensis	ott:297231	=>	Artemisia senjavinensis	ncbi:401932	297231	same/primary-name	Artemisia senjavinensis
Artemisia senjavinensis	ott:297231	-	Ajania glomerata	gbif:8608111	9000123	noinfo	null

Artemisia sieberi	ott:324847	=>	Artemisia sieberi	ncbi:72352	324847	same/primary-name	Artemisia sieberi
Artemisia sieberi	ott:324847	-	Artemisia inculta	ncbi:72344	969157	noinfo	null

Artemisia umbelliformis	ott:324916	=>	Artemisia umbelliformis	ncbi:72355	324916	same/primary-name	Artemisia umbelliformis
Artemisia umbelliformis	ott:324916	-	Artemisia rupestris	ncbi:86317	202544	noinfo	null

Artemisia furcata	ott:338839	=>	Artemisia furcata	ncbi:395281	338839	same/primary-name	Artemisia furcata
Artemisia furcata	ott:338839	-	Artemisia trifurcata	gbif:7706102	9000171	noinfo	null

Artemisia umbrosa	ott:453872	=>	Artemisia umbrosa	ncbi:669143	453872	same/primary-name	Artemisia umbrosa
Artemisia umbrosa	ott:453872	-	Artemisia lavandulifolia	ncbi:637482	1034895	noinfo	null

Artemisia salsoloides	ott:543049	=>	Artemisia salsoloides	ncbi:466060	543049	same/primary-name	Artemisia salsoloides
Artemisia salsoloides	ott:543049	-	Artemisia tanaitica	ncbi:1027798	441276	noinfo	null

Artemisia genipi	ott:607385	=>	Artemisia genipi	ncbi:223866	607385	same/primary-name	Artemisia genipi
Artemisia genipi	ott:607385	-	Artemisia tanacetifolia	ncbi:401938	297239	noinfo	null

Artemisia alba	ott:667087	=>	Artemisia alba	ncbi:1227615	667087	same/primary-name	Artemisia alba
Artemisia alba	ott:667087	-	Artemisia abrotanum	ncbi:86306	725860	noinfo	null

Artemisia lessingiana	ott:704322	=>	Artemisia lessingiana	ncbi:1287611	704322	same/primary-name	Artemisia lessingiana
Artemisia lessingiana	ott:704322	-	Artemisia taurica	ncbi:669142	453870	noinfo	null

Artemisia melanolepis	ott:704369	=>	Artemisia melanolepis	ncbi:1287614	704369	same/primary-name	Artemisia melanolepis
Artemisia melanolepis	ott:704369	-	Artemisia minor	ncbi:1227633	12091	noinfo	null

Artemisia araxina	ott:119271	=>	Artemisia araxina	ncbi:72334	119271	same/primary-name	Artemisia araxina
Artemisia araxina	ott:119271	-	Artemisia spicigera	ncbi:1266742	334107	noinfo	null

Artemisia abrotanum	ott:725860	=>	Artemisia abrotanum	ncbi:86306	725860	same/primary-name	Artemisia abrotanum
Artemisia abrotanum	ott:725860	-	Artemisia alba	ncbi:1227615	667087	noinfo	null

Artemisia incanescens	ott:729280	=>	Artemisia incanescens	ncbi:205368	729280	same/primary-name	Artemisia incanescens
Artemisia incanescens	ott:729280	-	Artemisia alba	ncbi:1227615	667087	noinfo	null

Artemisia austriaca	ott:729284	=>	Artemisia austriaca	ncbi:205362	729284	same/primary-name	Artemisia austriaca
Artemisia austriaca	ott:729284	-	Artemisia alba	ncbi:1227615	667087	noinfo	null

Artemisia desertorum	ott:730521	=>	Artemisia desertorum	ncbi:324798	730521	same/primary-name	Artemisia desertorum
Artemisia desertorum	ott:730521	-	Artemisia borealis	ncbi:401879	367882	noinfo	null

Artemisia biennis	ott:733647	=>	Artemisia biennis	ncbi:206550	733647	same/primary-name	Artemisia biennis
Artemisia biennis	ott:733647	-	Artemisia armeniaca	ncbi:992876	1080920	noinfo	null

Artemisia scoparia	ott:889813	=>	Artemisia scoparia	ncbi:72351	889813	same/primary-name	Artemisia scoparia
Artemisia scoparia	ott:889813	-	Artemisia capillaris	ncbi:265783	361562	noinfo	null

Artemisia argyi	ott:915618	=>	Artemisia argyi	ncbi:259893	915618	same/primary-name	Artemisia argyi
Artemisia argyi	ott:915618	-	Artemisia cretacea	ncbi:669121	606752	noinfo	null

Artemisia thuscula	ott:297237	=>	Artemisia thuscula	ncbi:401939	297237	same/primary-name	Artemisia thuscula
Artemisia thuscula	ott:297237	-	Artemisia arborescens	ncbi:72386	436447	noinfo	null

Elachanthemum	ott:573314	=>	Elachanthemum	ncbi:205382	573314	same/primary-name	Elachanthemum
Elachanthemum	ott:573314	-	Artemisia	ncbi:4219	465444	noinfo	null

Chrysanthemum rupestre	ott:452370	=>	Chrysanthemum rupestre	ncbi:344873	452370	same/parent+parent	Artemisiinae|Artemisiinae
Chrysanthemum rupestre	ott:452370	-	Xylanthemum rupestre	ncbi:1115800	387988	noinfo/lineage	Artemisiinae|Handeliinae

Seriphidium	ott:1019564	=>	Seriphidium	ncbi:99101	1019564	same/primary-name	Seriphidium
Seriphidium	ott:1019564	-	Artemisia	ncbi:4219	465444	noinfo	null

Cota saguramica	ott:112199	=>	Cota saguramica	ncbi:589833	112199	same/primary-name	Cota saguramica
Cota saguramica	ott:112199	-	Cota tinctoria	ncbi:99028	1049246	noinfo	null

Cota palaestina	ott:112205	=>	Cota palaestina	ncbi:589831	112205	same/primary-name	Cota palaestina
Cota palaestina	ott:112205	-	Anthemis palestina	ncbi:158227	154883	noinfo	null

Cota talyschensis	ott:112211	=>	Cota talyschensis	ncbi:589836	112211	same/primary-name	Cota talyschensis
Cota talyschensis	ott:112211	-	Cota triumfettii	ncbi:158232	678105	noinfo	null

Cota monantha	ott:686403	=>	Cota monantha	ncbi:589829	686403	same/primary-name	Cota monantha
Cota monantha	ott:686403	-	Cota cretacea	gbif:8702598	9000106	noinfo	null

Cota tinctoria subsp. subtinctoria	ott:112223	=>	Cota tinctoria subsp. subtinctoria	ncbi:589838	112223	same/primary-name	Cota tinctoria subsp. subtinctoria
Cota tinctoria subsp. subtinctoria	ott:112223	-	Cota tinctoria	ncbi:99028	1049246	noinfo	null

Tanacetum vulgare	ott:602516	=>	Tanacetum vulgare	ncbi:128002	602516	same/parent+parent	Anthemidinae|Anthemidinae
Tanacetum vulgare	ott:602516	-	Chrysanthemum boreale	ncbi:344871	75649	noinfo/lineage	Anthemidinae|Artemisiinae

Tanacetum macrophyllum	ott:1019565	=>	Tanacetum macrophyllum	ncbi:99106	1019565	same/parent+parent	Anthemidinae|Anthemidinae
Tanacetum macrophyllum	ott:1019565	-	Achillea macrophylla	ncbi:282746	921030	noinfo/lineage	Anthemidinae|Matricariinae

Tanacetum coccineum	ott:1040269	=>	Tanacetum coccineum	ncbi:301880	1040269	same/primary-name	Tanacetum coccineum
Tanacetum coccineum	ott:1040269	-	Pyrethrum roseum	gbif:7757440	9005932	noinfo	null

Anthemis arenicola	ott:19012	=>	Anthemis arenicola	ncbi:589717	19012	same/primary-name	Anthemis arenicola
Anthemis arenicola	ott:19012	-	Anthemis tenuisecta	ncbi:589798	757255	noinfo	null

Anthemis peregrina	ott:154895	=>	Anthemis peregrina	ncbi:158229	154895	same/primary-name	Anthemis peregrina
Anthemis peregrina	ott:154895	-	Anthemis tomentosa	ncbi:589801	737989	noinfo	null

Anthemis maritima	ott:438233	=>	Anthemis maritima	ncbi:127979	438233	same/primary-name	Anthemis maritima
Anthemis maritima	ott:438233	-	Cota tinctoria	ncbi:99028	1049246	noinfo	null

Anthemis rigida	ott:678103	=>	Anthemis rigida	ncbi:158233	678103	same/primary-name	Anthemis rigida
Anthemis rigida	ott:678103	-	Anthemis punctata	ncbi:589781	183061	noinfo	null

Anthemis wettsteiniana	ott:737981	=>	Anthemis wettsteiniana	ncbi:589809	737981	same/primary-name	Anthemis wettsteiniana
Anthemis wettsteiniana	ott:737981	-	Anthemis deserti-syriaci	ncbi:589739	813919	noinfo	null

Anthemis kotschyana	ott:375150	=>	Anthemis kotschyana	ncbi:590041	375150	same/primary-name	Anthemis kotschyana
Anthemis kotschyana	ott:375150	-	Anthemis poecilolepis	ncbi:589757	448840	noinfo	null

Anthemis auriculata	ott:1025394	=>	Anthemis auriculata	ncbi:589720	1025394	same/primary-name	Anthemis auriculata
Anthemis auriculata	ott:1025394	-	Anthemis parnesia	ncbi:589778	398844	noinfo	null

Leucanthemopsis pulverulenta	ott:3899299	=>	Leucanthemopsis pulverulenta	ncbi:1554447	3899299	same/primary-name	Leucanthemopsis pulverulenta
Leucanthemopsis pulverulenta	ott:3899299	-	Pyrethrum pulverulentum	gbif:7470970	9005931	noinfo	null

Oncosiphon grandiflorum	ott:796037	=>	Oncosiphon grandiflorus	ncbi:99086	796037	same/source-id	null
Oncosiphon grandiflorum	ott:796037	-	Pyrethrum grandiflorum	gbif:7992169	9005930	noinfo	null

Oncosiphon suffruticosum	ott:856826	=>	Oncosiphon suffruticosus	ncbi:379266	856826	same/source-id	null
Oncosiphon suffruticosum	ott:856826	-	Pentzia spinescens	ncbi:1721082	9000306	noinfo	null

Soliva sessilis	ott:532259	=>	Soliva sessilis	ncbi:457735	532259	same/primary-name	Soliva sessilis
Soliva sessilis	ott:532259	-	Soliva pterosperma	ncbi:1193272	711205	noinfo	null

Soliva anthemifolia	ott:1019569	=>	Soliva anthemifolia	ncbi:99104	1019569	same/primary-name	Soliva anthemifolia
