name	|	uid	|	type	|	uniqname	|	sourceinfo	|	
Menyanthaceae sp. Pagels s.n.	|	855873	|	includes	|	Menyanthaceae sp. Pagels s.n. (synonym for Nymphoides montana)	|	ncbi:435381	|	
Limnanthemum rautanenii	|	669770	|	synonym	|	Limnanthemum rautanenii (synonym for Nymphoides rautanenii)	|	gbif:5792757	|	
Menyanthes punctata	|	380457	|	homotypic synonym	|	Menyanthes punctata (synonym for Nymphoides cordata)	|	gbif:5341505	|	
Villarsia lacunosa	|	380457	|	synonym	|	Villarsia lacunosa (synonym for Nymphoides cordata)	|	gbif:5341505	|	
Nymphoides lacunosa	|	380457	|	synonym	|	Nymphoides lacunosa (synonym for Nymphoides cordata)	|	gbif:5341505	|	
Villarsia cordata	|	380457	|	synonym	|	Villarsia cordata (synonym for Nymphoides cordata)	|	gbif:5341505	|	
Nymphoides lacunosum	|	380457	|	synonym	|	Nymphoides lacunosum (synonym for Nymphoides cordata)	|	gbif:5341505	|	
Limnanthemum lacunosum	|	380457	|	synonym	|	Limnanthemum lacunosum (synonym for Nymphoides cordata)	|	gbif:5341505	|	
Limnanthemum lacunosum var. australe	|	380457	|	synonym	|	Limnanthemum lacunosum var. australe (synonym for Nymphoides cordata)	|	gbif:5341505	|	
Trachysperma lacunosum	|	380457	|	synonym	|	Trachysperma lacunosum (synonym for Nymphoides cordata)	|	gbif:5341505	|	
Limnanthemum hydrocharoides	|	726358	|	homotypic synonym	|	Limnanthemum hydrocharoides (synonym for Nymphoides aurantiaca)	|	gbif:5592256	|	
Menyanthes biflora	|	726358	|	synonym	|	Menyanthes biflora (synonym for Nymphoides aurantiaca)	|	gbif:5592256	|	
Nymphoides hydrocharoides	|	726358	|	synonym	|	Nymphoides hydrocharoides (synonym for Nymphoides aurantiaca)	|	gbif:5592256	|	
Limnanthemum aurantiancum	|	726358	|	synonym	|	Limnanthemum aurantiancum (synonym for Nymphoides aurantiaca)	|	gbif:5592256	|	
Limnanthemum aurantiacum	|	726358	|	synonym	|	Limnanthemum aurantiacum (synonym for Nymphoides aurantiaca)	|	gbif:5592256	|	
Limnanthemum biflorum	|	726358	|	synonym	|	Limnanthemum biflorum (synonym for Nymphoides aurantiaca)	|	gbif:5592256	|	
Villarsia hydrocharoides	|	726358	|	synonym	|	Villarsia hydrocharoides (synonym for Nymphoides aurantiaca)	|	gbif:5592256	|	
Nymphoides furculaefolia	|	669778	|	synonym	|	Nymphoides furculaefolia (synonym for Nymphoides furculifolia)	|	ncbi:1118412	|	
Nymphoides hydrophylla	|	985174	|	synonym	|	Nymphoides hydrophylla (synonym for Nymphoides cristata)	|	gbif:5592249	|	
Menyanthes sinarica	|	985174	|	homotypic synonym	|	Menyanthes sinarica (synonym for Nymphoides cristata)	|	gbif:5592249	|	
Villarsia cristata	|	985174	|	synonym	|	Villarsia cristata (synonym for Nymphoides cristata)	|	gbif:5592249	|	
Menyanthes cristata	|	985174	|	synonym	|	Menyanthes cristata (synonym for Nymphoides cristata)	|	gbif:5592249	|	
Menyanthes hydrophylla	|	985174	|	synonym	|	Menyanthes hydrophylla (synonym for Nymphoides cristata)	|	gbif:5592249	|	
Limnanthemum hydrophyllum	|	985174	|	synonym	|	Limnanthemum hydrophyllum (synonym for Nymphoides cristata)	|	gbif:5592249	|	
Limnanthemum cristatum	|	985174	|	synonym	|	Limnanthemum cristatum (synonym for Nymphoides cristata)	|	gbif:5592249	|	
Villarsia hydrophyllum	|	985174	|	synonym	|	Villarsia hydrophyllum (synonym for Nymphoides cristata)	|	gbif:5592249	|	
Nymphoides europaea	|	128320	|	homotypic synonym	|	Nymphoides europaea (synonym for Nymphoides peltata)	|	gbif:5341509	|	
Villarsia nymphoides	|	128320	|	synonym	|	Villarsia nymphoides (synonym for Nymphoides peltata)	|	gbif:5341509	|	
Nymphoides orbiculata	|	128320	|	synonym	|	Nymphoides orbiculata (synonym for Nymphoides peltata)	|	gbif:5341509	|	
Villarsia nymphoidea	|	128320	|	synonym	|	Villarsia nymphoidea (synonym for Nymphoides peltata)	|	gbif:5341509	|	
Menyanthes nymphoides	|	128320	|	synonym	|	Menyanthes nymphoides (synonym for Nymphoides peltata)	|	gbif:5341509	|	
Menyanthes natans	|	128320	|	synonym	|	Menyanthes natans (synonym for Nymphoides peltata)	|	gbif:5341509	|	
Villarsia peltata	|	128320	|	synonym	|	Villarsia peltata (synonym for Nymphoides peltata)	|	gbif:5341509	|	
Limnanthes peltata	|	128320	|	synonym	|	Limnanthes peltata (synonym for Nymphoides peltata)	|	gbif:5341509	|	
Limnanthes nymphoides	|	128320	|	synonym	|	Limnanthes nymphoides (synonym for Nymphoides peltata)	|	gbif:5341509	|	
Nymphoides natans	|	128320	|	synonym	|	Nymphoides natans (synonym for Nymphoides peltata)	|	gbif:5341509	|	
Limnanthemum peltatum	|	128320	|	synonym	|	Limnanthemum peltatum (synonym for Nymphoides peltata)	|	gbif:5341509	|	
Waldschmidia nymphoides	|	128320	|	synonym	|	Waldschmidia nymphoides (synonym for Nymphoides peltata)	|	gbif:5341509	|	
Nymphoides flava	|	128320	|	synonym	|	Nymphoides flava (synonym for Nymphoides peltata)	|	gbif:5341509	|	
Nymphoides peltatum	|	128320	|	synonym	|	Nymphoides peltatum (synonym for Nymphoides peltata)	|	gbif:5341509	|	
Limnanthemum nymphoides	|	128320	|	synonym	|	Limnanthemum nymphoides (synonym for Nymphoides peltata)	|	gbif:5341509	|	
Schweyckerta nymphoides	|	128320	|	synonym	|	Schweyckerta nymphoides (synonym for Nymphoides peltata)	|	gbif:5341509	|	
Brasenia nymphoides	|	128320	|	synonym	|	Brasenia nymphoides (synonym for Nymphoides peltata)	|	gbif:5341509	|	
Nymphoides nymphoides	|	128320	|	synonym	|	Nymphoides nymphoides (synonym for Nymphoides peltata)	|	gbif:5341509	|	
Villarsia trachysperma	|	12522	|	synonym	|	Villarsia trachysperma (synonym for Nymphoides aquatica)	|	gbif:5341508	|	
Menyanthes trachysperma	|	12522	|	synonym	|	Menyanthes trachysperma (synonym for Nymphoides aquatica)	|	gbif:5341508	|	
Limnanthemum aquaticum	|	12522	|	synonym	|	Limnanthemum aquaticum (synonym for Nymphoides aquatica)	|	gbif:5341508	|	
Limnanthemum trachyspermum	|	12522	|	synonym	|	Limnanthemum trachyspermum (synonym for Nymphoides aquatica)	|	gbif:5341508	|	
Villarsia aquatica	|	12522	|	synonym	|	Villarsia aquatica (synonym for Nymphoides aquatica)	|	gbif:5341508	|	
Trachysperma nutans	|	12522	|	synonym	|	Trachysperma nutans (synonym for Nymphoides aquatica)	|	gbif:5341508	|	
Limnanthemum tenellum	|	669776	|	homotypic synonym	|	Limnanthemum tenellum (synonym for Nymphoides parvifolia)	|	gbif:5592242	|	
Limnanthemum parvifolium	|	669776	|	homotypic synonym	|	Limnanthemum parvifolium (synonym for Nymphoides parvifolia)	|	gbif:5592242	|	
Villarsia parvifolia	|	669776	|	synonym	|	Villarsia parvifolia (synonym for Nymphoides parvifolia)	|	gbif:5592242	|	
Limnanthemum geminatum var. parvifolia	|	669776	|	synonym	|	Limnanthemum geminatum var. parvifolia (synonym for Nymphoides parvifolia)	|	gbif:5592242	|	
Menyanthes campestris	|	669776	|	synonym	|	Menyanthes campestris (synonym for Nymphoides parvifolia)	|	gbif:5592242	|	
Limnanthemum moonii	|	669776	|	synonym	|	Limnanthemum moonii (synonym for Nymphoides parvifolia)	|	gbif:5592242	|	
Limnanthemum parvifolium var. moonii	|	669776	|	synonym	|	Limnanthemum parvifolium var. moonii (synonym for Nymphoides parvifolia)	|	gbif:5592242	|	
Nymphoides parvifolia var. moonii	|	669776	|	synonym	|	Nymphoides parvifolia var. moonii (synonym for Nymphoides parvifolia)	|	gbif:5592242	|	
Limnanthemum coreanum	|	95474	|	synonym	|	Limnanthemum coreanum (synonym for Nymphoides coreana)	|	gbif:5592364	|	
Limnanthemum crenatum	|	380459	|	synonym	|	Limnanthemum crenatum (synonym for Nymphoides crenata)	|	gbif:5592348	|	
Villarsia crenata	|	380459	|	synonym	|	Villarsia crenata (synonym for Nymphoides crenata)	|	gbif:5592348	|	
Limnanthemum brevipedicellatum	|	95472	|	synonym	|	Limnanthemum brevipedicellatum (synonym for Nymphoides brevipedicellata)	|	gbif:5592382	|	
Limnanthemum abyssinicum	|	95472	|	synonym	|	Limnanthemum abyssinicum (synonym for Nymphoides brevipedicellata)	|	gbif:5592382	|	
Nymphodes minimum	|	726355	|	synonym	|	Nymphodes minimum (synonym for Nymphoides minima)	|	ncbi:644124	|	
Villarsia minima	|	726355	|	synonym	|	Villarsia minima (synonym for Nymphoides minima)	|	gbif:5592321	|	
Limnanthemum minimum	|	726355	|	synonym	|	Limnanthemum minimum (synonym for Nymphoides minima)	|	gbif:5592321	|	
Liparophyllum exiguum	|	380467	|	synonym	|	Liparophyllum exiguum (synonym for Nymphoides exigua)	|	gbif:4931205	|	
Villarsia exigua	|	380467	|	synonym	|	Villarsia exigua (synonym for Nymphoides exigua)	|	gbif:4931205	|	
Limnanthemum exiguum	|	380467	|	synonym	|	Limnanthemum exiguum (synonym for Nymphoides exigua)	|	gbif:4931205	|	
Villarsia exiliflora	|	380469	|	synonym	|	Villarsia exiliflora (synonym for Nymphoides exiliflora)	|	gbif:5592263	|	
Limnanthemum indicum var. siamense	|	9007167	|	synonym	|	Limnanthemum indicum var. siamense (synonym for Nymphoides siamensis)	|	gbif:5592356	|	
Limnanthemum stygium	|	9007169	|	synonym	|	Limnanthemum stygium (synonym for Nymphoides stygium)	|	gbif:5592312	|	
Villarsia minor	|	9007166	|	homotypic synonym	|	Villarsia minor (synonym for Nymphoides minor)	|	gbif:5592314	|	
Menyanthes campestris	|	9007154	|	homotypic synonym	|	Menyanthes campestris (synonym for Nymphoides forbesiana)	|	gbif:8334332	|	
Nymphoides nilotica	|	9007154	|	synonym	|	Nymphoides nilotica (synonym for Nymphoides forbesiana)	|	gbif:8334332	|	
Limnanthemum whytei	|	9007154	|	synonym	|	Limnanthemum whytei (synonym for Nymphoides forbesiana)	|	gbif:8334332	|	
Nymphoides forbesianum	|	9007154	|	synonym	|	Nymphoides forbesianum (synonym for Nymphoides forbesiana)	|	gbif:8334332	|	
Limnanthemum forbesianum	|	9007154	|	synonym	|	Limnanthemum forbesianum (synonym for Nymphoides forbesiana)	|	gbif:8334332	|	
Limnanthemum kirkii	|	9007154	|	synonym	|	Limnanthemum kirkii (synonym for Nymphoides forbesiana)	|	gbif:8334332	|	
Limnanthemum niloticum	|	9007154	|	synonym	|	Limnanthemum niloticum (synonym for Nymphoides forbesiana)	|	gbif:8334332	|	
Limnanthemum tonkinense	|	9007171	|	synonym	|	Limnanthemum tonkinense (synonym for Nymphoides tonkinensis)	|	gbif:5592274	|	
Limnanthemum coronatum	|	9007150	|	synonym	|	Limnanthemum coronatum (synonym for Nymphoides coronata)	|	gbif:7478860	|	
Nymphoides aureum	|	9007156	|	synonym	|	Nymphoides aureum (synonym for Nymphoides grayanum)	|	gbif:7416682	|	
Limnanthemum aureum	|	9007156	|	synonym	|	Limnanthemum aureum (synonym for Nymphoides grayanum)	|	gbif:7416682	|	
Limnanthemum ekmanii	|	9007156	|	synonym	|	Limnanthemum ekmanii (synonym for Nymphoides grayanum)	|	gbif:7416682	|	
Limnanthemum grayanum	|	9007156	|	synonym	|	Limnanthemum grayanum (synonym for Nymphoides grayanum)	|	gbif:7416682	|	
Trachysperma grayanum	|	9007156	|	synonym	|	Trachysperma grayanum (synonym for Nymphoides grayanum)	|	gbif:7416682	|	
Nymphoides ekmanii	|	9007156	|	synonym	|	Nymphoides ekmanii (synonym for Nymphoides grayanum)	|	gbif:7416682	|	
Limnanthemum hastatum	|	9007157	|	synonym	|	Limnanthemum hastatum (synonym for Nymphoides hastata)	|	gbif:5592309	|	
Limnanthemum verrucosum	|	9007172	|	synonym	|	Limnanthemum verrucosum (synonym for Nymphoides verrucosa)	|	gbif:8679030	|	
Nymphoides moratiana	|	9007151	|	synonym	|	Nymphoides moratiana (synonym for Nymphoides elegans)	|	gbif:5592307	|	
Fauria crista-galli	|	128310	|	synonym	|	Fauria crista-galli (synonym for Nephrophyllidium crista-galli)	|	ncbi:49612,gbif:8568749	|	
Athecia glabra	|	585945	|	synonym	|	Athecia glabra (synonym for Forstera sedifolia)	|	gbif:8015382	|	
Stylidium recurvum var. recurvum	|	858737	|	synonym	|	Stylidium recurvum var. recurvum (synonym for Stylidium bulbiferum)	|	gbif:7334955	|	
Stylidium recurvum var. ciliatum	|	858737	|	synonym	|	Stylidium recurvum var. ciliatum (synonym for Stylidium bulbiferum)	|	gbif:7334955	|	
Stylidium proliferum	|	858737	|	synonym	|	Stylidium proliferum (synonym for Stylidium bulbiferum)	|	gbif:7334955	|	
Stylidium bulbiferum var. macrocarpum	|	858737	|	synonym	|	Stylidium bulbiferum var. macrocarpum (synonym for Stylidium bulbiferum)	|	gbif:7334955	|	
Stylidium recurvum	|	858737	|	synonym	|	Stylidium recurvum (synonym for Stylidium bulbiferum)	|	gbif:7334955	|	
Candollea bulbifera	|	858737	|	synonym	|	Candollea bulbifera (synonym for Stylidium bulbiferum)	|	gbif:7334955	|	
Stylidium lindleyanum var. subracemosum	|	858735	|	synonym	|	Stylidium lindleyanum var. subracemosum (synonym for Stylidium calcaratum)	|	gbif:7334958	|	
Stylidium lindleyanum	|	858735	|	synonym	|	Stylidium lindleyanum (synonym for Stylidium calcaratum)	|	gbif:7334958	|	
Stylidium lindleyanum var. lindleyanum	|	858735	|	synonym	|	Stylidium lindleyanum var. lindleyanum (synonym for Stylidium calcaratum)	|	gbif:7334958	|	
Candollea calcarata	|	858735	|	synonym	|	Candollea calcarata (synonym for Stylidium calcaratum)	|	gbif:7334958	|	
Stylidium androsaceum	|	858735	|	synonym	|	Stylidium androsaceum (synonym for Stylidium calcaratum)	|	gbif:7334958	|	
Candollea adnata var. adnata	|	509261	|	synonym	|	Candollea adnata var. adnata (synonym for Stylidium adnatum)	|	gbif:7334954	|	
Stylidium propinquum	|	509261	|	synonym	|	Stylidium propinquum (synonym for Stylidium adnatum)	|	gbif:7334954	|	
Stylidium fasciculatum	|	509261	|	synonym	|	Stylidium fasciculatum (synonym for Stylidium adnatum)	|	gbif:7334954	|	
Stylidium canaliculatum	|	509261	|	synonym	|	Stylidium canaliculatum (synonym for Stylidium adnatum)	|	gbif:7334954	|	
Candollea adnata	|	509261	|	synonym	|	Candollea adnata (synonym for Stylidium adnatum)	|	gbif:7334954	|	
Stylidium lineare	|	729879	|	homotypic synonym	|	Stylidium lineare (synonym for Stylidium graminifolium)	|	gbif:7334893	|	
Stylidium serrulatum	|	729879	|	synonym	|	Stylidium serrulatum (synonym for Stylidium graminifolium)	|	gbif:7334893	|	
Stylidium umbellatum	|	729879	|	synonym	|	Stylidium umbellatum (synonym for Stylidium graminifolium)	|	gbif:7334893	|	
Stylidium polystachium	|	729879	|	synonym	|	Stylidium polystachium (synonym for Stylidium graminifolium)	|	gbif:7334893	|	
Candollea umbellata	|	729879	|	synonym	|	Candollea umbellata (synonym for Stylidium graminifolium)	|	gbif:7334893	|	
Stylidium melastachys	|	729879	|	synonym	|	Stylidium melastachys (synonym for Stylidium graminifolium)	|	gbif:7334893	|	
Candollea serrulata	|	729879	|	synonym	|	Candollea serrulata (synonym for Stylidium graminifolium)	|	gbif:7334893	|	
Candollea graminifolium	|	729879	|	synonym	|	Candollea graminifolium (synonym for Stylidium graminifolium)	|	gbif:7334893	|	
Stylidium majus	|	729879	|	synonym	|	Stylidium majus (synonym for Stylidium graminifolium)	|	gbif:7334893	|	
Ventenatia major	|	729879	|	synonym	|	Ventenatia major (synonym for Stylidium graminifolium)	|	gbif:7334893	|	
Candollea emarginata	|	284042	|	synonym	|	Candollea emarginata (synonym for Stylidium emarginatum)	|	gbif:7334941	|	
Stylidium petiolare var. obtusatum	|	9007414	|	homotypic synonym	|	Stylidium petiolare var. obtusatum (synonym for Stylidium obtusatum)	|	gbif:7334919	|	
Candollea capillaris	|	9007274	|	synonym	|	Candollea capillaris (synonym for Stylidium capillare)	|	gbif:5543881	|	
Stylidium roseum	|	9007481	|	synonym	|	Stylidium roseum (synonym for Stylidium tenellum)	|	gbif:8017963	|	
Stylidium caricifolium subsp. nungarinense	|	9007412	|	homotypic synonym	|	Stylidium caricifolium subsp. nungarinense (synonym for Stylidium nungarinense)	|	gbif:5543743	|	
Candollea tenerrima	|	9007482	|	synonym	|	Candollea tenerrima (synonym for Stylidium tenerrimum)	|	gbif:8314488	|	
Candollea limbata	|	9007385	|	synonym	|	Candollea limbata (synonym for Stylidium limbatum)	|	gbif:8104593	|	
Candollea tepperiana	|	9007484	|	synonym	|	Candollea tepperiana (synonym for Stylidium tepperianum)	|	gbif:5543686	|	
Stylidium laxiflorum	|	9007463	|	synonym	|	Stylidium laxiflorum (synonym for Stylidium scabridum)	|	gbif:5543572	|	
Candollea scabrida	|	9007463	|	synonym	|	Candollea scabrida (synonym for Stylidium scabridum)	|	gbif:5543572	|	
Candollea articulata	|	9007258	|	synonym	|	Candollea articulata (synonym for Stylidium articulatum)	|	gbif:5543671	|	
Stylidium nudum	|	9007351	|	synonym	|	Stylidium nudum (synonym for Stylidium glaucum)	|	gbif:7646210	|	
Candollea glauca	|	9007351	|	synonym	|	Candollea glauca (synonym for Stylidium glaucum)	|	gbif:7646210	|	
Candollea preissii	|	9007436	|	synonym	|	Candollea preissii (synonym for Stylidium preissii)	|	gbif:7979854	|	
Forsteropsis preissii	|	9007436	|	synonym	|	Forsteropsis preissii (synonym for Stylidium preissii)	|	gbif:7979854	|	
Stylidium lessonii	|	9007336	|	synonym	|	Stylidium lessonii (synonym for Stylidium falcatum)	|	gbif:5543695	|	
Stylidium sulcatum	|	9007336	|	synonym	|	Stylidium sulcatum (synonym for Stylidium falcatum)	|	gbif:5543695	|	
Candollea falcata	|	9007336	|	synonym	|	Candollea falcata (synonym for Stylidium falcatum)	|	gbif:5543695	|	
Stylidium radicans	|	9007450	|	synonym	|	Stylidium radicans (synonym for Stylidium repens)	|	gbif:7334923	|	
Candollea repens	|	9007450	|	synonym	|	Candollea repens (synonym for Stylidium repens)	|	gbif:7334923	|	
Candollea scandens	|	9007464	|	synonym	|	Candollea scandens (synonym for Stylidium scandens)	|	gbif:7334895	|	
Stylidium amoenum var. caulescens	|	9007252	|	synonym	|	Stylidium amoenum var. caulescens (synonym for Stylidium amoenum)	|	gbif:7334926	|	
Stylidium caulescens	|	9007252	|	synonym	|	Stylidium caulescens (synonym for Stylidium amoenum)	|	gbif:7334926	|	
Candollea amoena	|	9007252	|	synonym	|	Candollea amoena (synonym for Stylidium amoenum)	|	gbif:7334926	|	
Candollea leptorrhiza	|	9007384	|	synonym	|	Candollea leptorrhiza (synonym for Stylidium leptorhizum)	|	gbif:7539965	|	
Stylidium semipartitum	|	9007384	|	synonym	|	Stylidium semipartitum (synonym for Stylidium leptorhizum)	|	gbif:7539965	|	
Candollea hirsuta	|	9007355	|	synonym	|	Candollea hirsuta (synonym for Stylidium hirsutum)	|	gbif:5543500	|	
Candollea crossocephala	|	9007298	|	synonym	|	Candollea crossocephala (synonym for Stylidium crossocephalum)	|	gbif:7835436	|	
Stylidium calcaratum var. ecorne	|	9007324	|	homotypic synonym	|	Stylidium calcaratum var. ecorne (synonym for Stylidium ecorne)	|	gbif:8638905	|	
Stylidium crassifolium subsp. elongatum	|	9007328	|	synonym	|	Stylidium crassifolium subsp. elongatum (synonym for Stylidium elongatum)	|	gbif:5543867	|	
Candollea elongata	|	9007328	|	synonym	|	Candollea elongata (synonym for Stylidium elongatum)	|	gbif:5543867	|	
Candollea caespitosa	|	9007271	|	synonym	|	Candollea caespitosa (synonym for Stylidium caespitosum)	|	gbif:7334961	|	
Candollea lepida	|	9007381	|	synonym	|	Candollea lepida (synonym for Stylidium lepidum)	|	gbif:5543729	|	
Stylidium dielsianum f. ebulbosum	|	9007313	|	synonym	|	Stylidium dielsianum f. ebulbosum (synonym for Stylidium dielsianum)	|	gbif:5543489	|	
Candollea barleei	|	9007262	|	synonym	|	Candollea barleei (synonym for Stylidium barleei)	|	gbif:8355968	|	
Candollea floribunda	|	9007343	|	synonym	|	Candollea floribunda (synonym for Stylidium floribundum)	|	gbif:5543689	|	
Candollea perpusilla	|	9007428	|	synonym	|	Candollea perpusilla (synonym for Stylidium perpusillum)	|	gbif:5543595	|	
Stylidium perminutum	|	9007428	|	synonym	|	Stylidium perminutum (synonym for Stylidium perpusillum)	|	gbif:5543595	|	
Candollea muscicola	|	9007407	|	homotypic synonym	|	Candollea muscicola (synonym for Stylidium muscicola)	|	gbif:8353283	|	
Candollea musicola	|	9007407	|	synonym	|	Candollea musicola (synonym for Stylidium muscicola)	|	gbif:8353283	|	
Stylidium leptostachyum	|	9007277	|	synonym	|	Stylidium leptostachyum (synonym for Stylidium carnosum)	|	gbif:5543837	|	
Candollea carnosa	|	9007277	|	synonym	|	Candollea carnosa (synonym for Stylidium carnosum)	|	gbif:5543837	|	
Candollea violacea	|	9007500	|	synonym	|	Candollea violacea (synonym for Stylidium violaceum)	|	gbif:5543503	|	
Candollea brachyphylla	|	9007267	|	synonym	|	Candollea brachyphylla (synonym for Stylidium brachyphyllum)	|	gbif:5543904	|	
Candollea sobolifera	|	9007473	|	synonym	|	Candollea sobolifera (synonym for Stylidium soboliferum)	|	gbif:8342032	|	
Stylidium tenuifolium	|	9007377	|	synonym	|	Stylidium tenuifolium (synonym for Stylidium laricifolium)	|	gbif:5543783	|	
Candollea laricifolia	|	9007377	|	synonym	|	Candollea laricifolia (synonym for Stylidium laricifolium)	|	gbif:5543783	|	
Stylidium bulbiferum var. ciliatum	|	9007284	|	synonym	|	Stylidium bulbiferum var. ciliatum (synonym for Stylidium cilium)	|	gbif:5543759	|	
Stylidium luteum var. glandulosum	|	9007349	|	synonym	|	Stylidium luteum var. glandulosum (synonym for Stylidium glandulosissimum)	|	gbif:5543630	|	
Stylidium spathulatum var. glandulosum	|	9007349	|	synonym	|	Stylidium spathulatum var. glandulosum (synonym for Stylidium glandulosissimum)	|	gbif:5543630	|	
Stylidium spathulatum subsp. glandulosum	|	9007349	|	synonym	|	Stylidium spathulatum subsp. glandulosum (synonym for Stylidium glandulosissimum)	|	gbif:5543630	|	
Stylidium emarginatum subsp. exappendiculatum	|	9007332	|	synonym	|	Stylidium emarginatum subsp. exappendiculatum (synonym for Stylidium exappendiculatum)	|	gbif:8422335	|	
Candollea corymbosa	|	9007295	|	synonym	|	Candollea corymbosa (synonym for Stylidium corymbosum)	|	gbif:7334912	|	
Candollea petiolaris	|	9007430	|	synonym	|	Candollea petiolaris (synonym for Stylidium petiolare)	|	gbif:7334897	|	
Candollea squamellosa	|	9007475	|	synonym	|	Candollea squamellosa (synonym for Stylidium squamellosum)	|	gbif:5543893	|	
Stylidium caespitosum var. subbulbosum	|	9007475	|	synonym	|	Stylidium caespitosum var. subbulbosum (synonym for Stylidium squamellosum)	|	gbif:5543893	|	
Stylidium graminifolium var. caulescens	|	9007438	|	synonym	|	Stylidium graminifolium var. caulescens (synonym for Stylidium productum)	|	gbif:5543958	|	
Candollea fissiloba	|	9007340	|	synonym	|	Candollea fissiloba (synonym for Stylidium fissilobium)	|	gbif:7457095	|	
