uid	|	parent_uid	|	name	|	rank	|	sourceinfo	|	uniqname	|	flags	|	
9004691	|	23821	|	Hieracium xestocarenum	|	species	|	gbif:4235554	|		|		|	
9003846	|	23821	|	Hieracium isonomoum	|	species	|	gbif:4214671	|		|		|	
9004095	|	23821	|	Hieracium obtusius	|	species	|	gbif:4255669	|		|		|	
9004457	|	23821	|	Hieracium sphenophyllum	|	species	|	gbif:4243361	|		|		|	
3897200	|	23821	|	Hieracium norvegicum	|	species	|	gbif:8640603	|		|		|	
9004255	|	23821	|	Hieracium praecinereum	|	species	|	gbif:4250625	|		|		|	
3897481	|	23821	|	Hieracium fritzeiforme	|	species	|	gbif:8568946	|		|		|	
9003865	|	23821	|	Hieracium kemiticum	|	species	|	gbif:7686428	|		|		|	
3897949	|	23821	|	Hieracium nobile	|	species	|	gbif:8444312	|		|		|	
9004386	|	23821	|	Hieracium scandinaviorum	|	species	|	gbif:7690470	|		|		|	
9004459	|	23821	|	Hieracium spiculatum	|	species	|	gbif:4243346	|		|		|	
9003288	|	23821	|	Hieracium albovittatum	|	species	|	gbif:7468226	|		|		|	
9004304	|	23821	|	Hieracium psiloloma	|	species	|	gbif:4248272	|		|		|	
9004690	|	23821	|	Hieracium xerampelinum	|	species	|	gbif:4235563	|		|		|	
9004359	|	23821	|	Hieracium rigidatum	|	species	|	gbif:4246747	|		|		|	
9004373	|	23821	|	Hieracium ruminosum	|	species	|	gbif:4246198	|		|		|	
9004032	|	23821	|	Hieracium molestatum	|	species	|	gbif:4207743	|		|		|	
9003327	|	23821	|	Hieracium angustatum aggr	|	species	|	gbif:8620468	|		|		|	
9004109	|	23821	|	Hieracium oligolepium	|	species	|	gbif:8035829	|		|		|	
9003900	|	23821	|	Hieracium leiocephalum aggr	|	species	|	gbif:8678235	|		|		|	
9004153	|	23821	|	Hieracium paratocum	|	species	|	gbif:4253554	|		|		|	
9003908	|	23821	|	Hieracium leptocomum	|	species	|	gbif:7573554	|		|		|	
9003660	|	23821	|	Hieracium erectifrons	|	species	|	gbif:8339465	|		|		|	
9003311	|	23821	|	Hieracium amplidens	|	species	|	gbif:8580877	|		|		|	
3897047	|	23821	|	Hieracium caesiogenum	|	species	|	gbif:8461821	|		|		|	
9004583	|	23821	|	Hieracium tanyphyton	|	species	|	gbif:7700216	|		|		|	
9004516	|	23821	|	Hieracium subdesmaticum	|	species	|	gbif:4241920	|		|		|	
3897855	|	23821	|	Hieracium ornatum	|	species	|	gbif:8668160	|		|		|	
9003274	|	23821	|	Hieracium aethalodes	|	species	|	gbif:4236955	|		|		|	
9003669	|	23821	|	Hieracium euchloodes	|	species	|	gbif:4222475	|		|		|	
9003656	|	23821	|	Hieracium epichloum	|	species	|	gbif:4223363	|		|		|	
9004492	|	23821	|	Hieracium stiptadenium	|	species	|	gbif:4242698	|		|		|	
9004547	|	23821	|	Hieracium substitutum	|	species	|	gbif:8362025	|		|		|	
9003607	|	23821	|	Hieracium dermatodes	|	species	|	gbif:4224982	|		|		|	
9003972	|	23821	|	Hieracium maculosiforme	|	species	|	gbif:4209289	|		|		|	
9003750	|	23821	|	Hieracium glaucinum aggr	|	species	|	gbif:8708405	|		|		|	
9004372	|	23821	|	Hieracium ruminosiforme	|	species	|	gbif:4246201	|		|		|	
3898102	|	23821	|	Hieracium erysibodes	|	species	|	gbif:7509271	|		|		|	
9003898	|	23821	|	Hieracium legionense aggr	|	species	|	gbif:8581026	|		|		|	
9003663	|	23821	|	Hieracium eriopogon aggr	|	species	|	gbif:8521369	|		|		|	
9003947	|	23821	|	Hieracium loriferum	|	species	|	gbif:4210172	|		|		|	
9003554	|	23821	|	Hieracium crispicans	|	species	|	gbif:4226195	|		|		|	
9004050	|	23821	|	Hieracium myrtillinum	|	species	|	gbif:4206977	|		|		|	
9003958	|	23821	|	Hieracium lythrodes	|	species	|	gbif:4209830	|		|		|	
9003992	|	23821	|	Hieracium marginifloccum	|	species	|	gbif:4208953	|		|		|	
9004389	|	23821	|	Hieracium schisticolor	|	species	|	gbif:8349042	|		|		|	
9004054	|	23821	|	Hieracium naevosiforme	|	species	|	gbif:7423840	|		|		|	
9003832	|	23821	|	Hieracium insuccatum	|	species	|	gbif:7336475	|		|		|	
9003782	|	23821	|	Hieracium haeverense	|	species	|	gbif:4217820	|		|		|	
9003470	|	23821	|	Hieracium carpathicum aggr	|	species	|	gbif:8485696	|		|		|	
9004383	|	23821	|	Hieracium saxatile	|	species	|	gbif:7941591	|		|		|	
9004269	|	23821	|	Hieracium prolixiceps	|	species	|	gbif:4249862	|		|		|	
9004416	|	23821	|	Hieracium serratum aggr	|	species	|	gbif:8470876	|		|		|	
9004047	|	23821	|	Hieracium mundulum	|	species	|	gbif:7632183	|		|		|	
3898269	|	23821	|	Hieracium adlerzii	|	species	|	gbif:8074227	|		|		|	
9003670	|	23821	|	Hieracium eudaedalium	|	species	|	gbif:4222448	|		|		|	
9003567	|	23821	|	Hieracium cuprimontanum	|	species	|	gbif:4225910	|		|		|	
9003440	|	23821	|	Hieracium caesiofloccosum	|	species	|	gbif:4230755	|		|		|	
9003796	|	23821	|	Hieracium hispidosum	|	species	|	gbif:8049504	|		|		|	
9004518	|	23821	|	Hieracium subedentulum	|	species	|	gbif:4241870	|		|		|	
9004268	|	23821	|	Hieracium prolinguatum	|	species	|	gbif:4249869	|		|		|	
9003508	|	23821	|	Hieracium cladodes	|	species	|	gbif:8158091	|		|		|	
9004172	|	23821	|	Hieracium perangustum	|	species	|	gbif:7622378	|		|		|	
9003657	|	23821	|	Hieracium epicrocifolium	|	species	|	gbif:4223356	|		|		|	
9004555	|	23821	|	Hieracium subulicuspis	|	species	|	gbif:4240654	|		|		|	
9003563	|	23821	|	Hieracium cultratum	|	species	|	gbif:7698660	|		|		|	
3898024	|	23821	|	Hieracium lycopifolium	|	species	|	gbif:8538288	|		|		|	
9003986	|	23821	|	Hieracium mallopodoides	|	species	|	gbif:4209113	|		|		|	
9004305	|	23821	|	Hieracium psilurum	|	species	|	gbif:4248232	|		|		|	
3897654	|	23821	|	Hieracium heldreichii	|	species	|	gbif:8621000	|		|		|	
9003810	|	23821	|	Hieracium hypoprasinum	|	species	|	gbif:7496481	|		|		|	
9003703	|	23821	|	Hieracium fennicum	|	species	|	gbif:8069512	|		|		|	
3897649	|	23821	|	Hieracium eustales	|	species	|	gbif:7858653	|		|		|	
9004672	|	23821	|	Hieracium viriatum	|	species	|	gbif:4236451	|		|		|	
3897101	|	23821	|	Hieracium lanifolium	|	species	|	gbif:8482035	|		|		|	
9004227	|	23821	|	Hieracium plumuligerum	|	species	|	gbif:7497298	|		|		|	
9004127	|	23821	|	Hieracium orieni	|	species	|	gbif:7424100	|		|		|	
9003726	|	23821	|	Hieracium fulcratum aggr	|	species	|	gbif:8456390	|		|		|	
3897407	|	23821	|	Hieracium compositum	|	species	|	gbif:8444227	|		|		|	
9003768	|	23821	|	Hieracium gripharium	|	species	|	gbif:4218274	|		|		|	
9003839	|	23821	|	Hieracium intolerans	|	species	|	gbif:4214952	|		|		|	
9003281	|	23821	|	Hieracium alatum aggr	|	species	|	gbif:8463962	|		|		|	
9003630	|	23821	|	Hieracium doellianum	|	species	|	gbif:4224289	|		|		|	
3897617	|	23821	|	Hieracium chlorophyton	|	species	|	gbif:8502751	|		|		|	
9003842	|	23821	|	Hieracium irriguiforme	|	species	|	gbif:7534513	|		|		|	
9003974	|	23821	|	Hieracium madarodes	|	species	|	gbif:7730761	|		|		|	
9004210	|	23821	|	Hieracium pinicola aggr	|	species	|	gbif:8590388	|		|		|	
3897271	|	23821	|	Hieracium triadanum	|	species	|	gbif:8589297	|		|		|	
9003414	|	23821	|	Hieracium besnellum	|	species	|	gbif:4232545	|		|		|	
9003682	|	23821	|	Hieracium euthetodon	|	species	|	gbif:4222151	|		|		|	
9003803	|	23821	|	Hieracium homoeodontum	|	species	|	gbif:4216864	|		|		|	
9003302	|	23821	|	Hieracium amblyglochin	|	species	|	gbif:7721881	|		|		|	
9004339	|	23821	|	Hieracium rariflorum	|	species	|	gbif:8128941	|		|		|	
9003758	|	23821	|	Hieracium gothicianfractum	|	species	|	gbif:4218626	|		|		|	
3897852	|	23821	|	Hieracium cydoniifolium	|	species	|	gbif:7475713	|		|		|	
9004559	|	23821	|	Hieracium subviridans	|	species	|	gbif:7428784	|		|		|	
3897960	|	23821	|	Hieracium aguilarii	|	species	|	gbif:8667562	|		|		|	
9003648	|	23821	|	Hieracium elatiforme	|	species	|	gbif:4223681	|		|		|	
9003696	|	23821	|	Hieracium fallax	|	species	|	gbif:8287157	|		|		|	
9003375	|	23821	|	Hieracium atrohyalinum	|	species	|	gbif:4233812	|		|		|	
9004463	|	23821	|	Hieracium spissidens	|	species	|	gbif:7859666	|		|		|	
9003982	|	23821	|	Hieracium malaxatiforme	|	species	|	gbif:4209149	|		|		|	
9004391	|	23821	|	Hieracium schlyteri	|	species	|	gbif:4245201	|		|		|	
9003798	|	23821	|	Hieracium hodophyes	|	species	|	gbif:4217031	|		|		|	
9004070	|	23821	|	Hieracium nigrocreperum	|	species	|	gbif:4206164	|		|		|	
9003611	|	23821	|	Hieracium dichotomum	|	species	|	gbif:7683146	|		|		|	
9004263	|	23821	|	Hieracium prasinochromum	|	species	|	gbif:7810709	|		|		|	
9004659	|	23821	|	Hieracium vermlandicum	|	species	|	gbif:7635529	|		|		|	
9003687	|	23821	|	Hieracium exporrectum	|	species	|	gbif:8382333	|		|		|	
9004134	|	23821	|	Hieracium orthocolon	|	species	|	gbif:4254847	|		|		|	
9004260	|	23821	|	Hieracium praetusum	|	species	|	gbif:4250235	|		|		|	
9003728	|	23821	|	Hieracium fulvasterum	|	species	|	gbif:4220166	|		|		|	
9004051	|	23821	|	Hieracium naegelianum aggr	|	species	|	gbif:8706836	|		|		|	
3897178	|	23821	|	Hieracium attractum	|	species	|	gbif:8679340	|		|		|	
9004399	|	23821	|	Hieracium scotophorum	|	species	|	gbif:7584953	|		|		|	
9003457	|	23821	|	Hieracium canipediforme	|	species	|	gbif:4229951	|		|		|	
9004395	|	23821	|	Hieracium scoticum	|	species	|	gbif:8648216	|		|		|	
9003345	|	23821	|	Hieracium aquiliforme	|	species	|	gbif:8675148	|		|		|	
3897250	|	23821	|	Hieracium praecurrens	|	species	|	gbif:8577763	|		|		|	
9003793	|	23821	|	Hieracium hirtifrons	|	species	|	gbif:8237304	|		|		|	
9004290	|	23821	|	Hieracium pseudolaeticeps	|	species	|	gbif:4248910	|		|		|	
9003347	|	23821	|	Hieracium aquilum	|	species	|	gbif:4235001	|		|		|	
9004218	|	23821	|	Hieracium platybasis	|	species	|	gbif:4251471	|		|		|	
3897140	|	23821	|	Hieracium falcatum	|	species	|	gbif:8513708	|		|		|	
9003466	|	23821	|	Hieracium caperatum	|	species	|	gbif:4229835	|		|		|	
3897665	|	23821	|	Hieracium oxyodon	|	species	|	gbif:8542796	|		|		|	
3897058	|	23821	|	Hieracium grecescui	|	species	|	gbif:8587096	|		|		|	
9004606	|	23821	|	Hieracium trachlosimoides	|	species	|	gbif:4239042	|		|		|	
9003241	|	23821	|	Hieracium abrupticuspis	|	species	|	gbif:8618950	|		|		|	
9003738	|	23821	|	Hieracium gemelliceps	|	species	|	gbif:4219994	|		|		|	
9004418	|	23821	|	Hieracium sherwalii	|	species	|	gbif:4244210	|		|		|	
9004452	|	23821	|	Hieracium spathulifolium	|	species	|	gbif:4243483	|		|		|	
9004018	|	23821	|	Hieracium microcephalum in	|	species	|	gbif:8416751	|		|		|	
9004397	|	23821	|	Hieracium scotocephalum	|	species	|	gbif:4244761	|		|		|	
3897827	|	23821	|	Hieracium canescens	|	species	|	gbif:8659794	|		|		|	
9003761	|	23821	|	Hieracium grammocybe	|	species	|	gbif:4218490	|		|		|	
3897405	|	23821	|	Hieracium lacerifolium	|	species	|	gbif:8527041	|		|		|	
9004236	|	23821	|	Hieracium poliotrachelum	|	species	|	gbif:8077786	|		|		|	
9003923	|	23821	|	Hieracium lineariifolium	|	species	|	gbif:4210884	|		|		|	
9003694	|	23821	|	Hieracium falcatum aggr	|	species	|	gbif:8504386	|		|		|	
9003258	|	23821	|	Hieracium acutellum	|	species	|	gbif:7826575	|		|		|	
3898008	|	23821	|	Hieracium monregalense	|	species	|	gbif:8478407	|		|		|	
3898202	|	23821	|	Hieracium vurtopicum	|	species	|	gbif:8565710	|		|		|	
3897173	|	23821	|	Hieracium grossianum	|	species	|	gbif:8465260	|		|		|	
9004491	|	23821	|	Hieracium stiptadenioides	|	species	|	gbif:4242701	|		|		|	
9003626	|	23821	|	Hieracium distrudens	|	species	|	gbif:4224375	|		|		|	
9003321	|	23821	|	Hieracium anglicum aggr	|	species	|	gbif:8694120	|		|		|	
9004130	|	23821	|	Hieracium orphneilema	|	species	|	gbif:7615113	|		|		|	
9004436	|	23821	|	Hieracium sommerfeltii	|	species	|	gbif:8533970	|		|		|	
9004467	|	23821	|	Hieracium spurcaticeps	|	species	|	gbif:7639603	|		|		|	
3897706	|	23821	|	Hieracium balbisianum	|	species	|	gbif:8469418	|		|		|	
9004640	|	23821	|	Hieracium urolepium	|	species	|	gbif:7610161	|		|		|	
3897052	|	23821	|	Hieracium glaucophyllum	|	species	|	gbif:8613074	|		|		|	
3897401	|	23821	|	Hieracium elisaeanum	|	species	|	gbif:8582572	|		|		|	
9003392	|	23821	|	Hieracium badiellum	|	species	|	gbif:4233297	|		|		|	
3897821	|	23821	|	Hieracium gaudryi	|	species	|	gbif:8493814	|		|		|	
9004155	|	23821	|	Hieracium parmiferum	|	species	|	gbif:4253475	|		|		|	
9003765	|	23821	|	Hieracium grandifrons	|	species	|	gbif:7767156	|		|		|	
9004219	|	23821	|	Hieracium platygastor	|	species	|	gbif:4251461	|		|		|	
9004206	|	23821	|	Hieracium pilosulum	|	species	|	gbif:4251717	|		|		|	
9004506	|	23821	|	Hieracium subatronitens	|	species	|	gbif:4242233	|		|		|	
9003465	|	23821	|	Hieracium canulentum	|	species	|	gbif:8217172	|		|		|	
9004266	|	23821	|	Hieracium pristophyllum	|	species	|	gbif:4249971	|		|		|	
9004550	|	23821	|	Hieracium subterdentatum	|	species	|	gbif:4240745	|		|		|	
9003336	|	23821	|	Hieracium anodontum	|	species	|	gbif:4235315	|		|		|	
9004483	|	23821	|	Hieracium stenolonchum	|	species	|	gbif:4242898	|		|		|	
9003720	|	23821	|	Hieracium fritzei aggr	|	species	|	gbif:8506577	|		|		|	
9004156	|	23821	|	Hieracium parmulatum	|	species	|	gbif:4253469	|		|		|	
9004043	|	23821	|	Hieracium multiceps	|	species	|	gbif:7925175	|		|		|	
9004295	|	23821	|	Hieracium pseudopsepharum	|	species	|	gbif:7691303	|		|		|	
3897549	|	23821	|	Hieracium armerioides	|	species	|	gbif:8511097	|		|		|	
9004582	|	23821	|	Hieracium tanyphyllum	|	species	|	gbif:8125439	|		|		|	
9004073	|	23821	|	Hieracium nigroolivaceum	|	species	|	gbif:8190604	|		|		|	
3897477	|	23821	|	Hieracium tephrodermum	|	species	|	gbif:8642243	|		|		|	
9004181	|	23821	|	Hieracium pertinacifolium	|	species	|	gbif:4252512	|		|		|	
3897277	|	23821	|	Hieracium paltinae	|	species	|	gbif:8467762	|		|		|	
9003250	|	23821	|	Hieracium acroleucum	|	species	|	gbif:8687073	|		|		|	
9004182	|	23821	|	Hieracium petrogenes	|	species	|	gbif:4252380	|		|		|	
9003661	|	23821	|	Hieracium erioneurum	|	species	|	gbif:4223053	|		|		|	
9004179	|	23821	|	Hieracium perlongum	|	species	|	gbif:7362128	|		|		|	
3897540	|	23821	|	Hieracium lanugineum	|	species	|	gbif:8577671	|		|		|	
9003266	|	23821	|	Hieracium adventicium	|	species	|	gbif:4237093	|		|		|	
9003903	|	23821	|	Hieracium lentopilum	|	species	|	gbif:7915850	|		|		|	
9003515	|	23821	|	Hieracium colpophylloides	|	species	|	gbif:4227445	|		|		|	
9004630	|	23821	|	Hieracium umbelliforme	|	species	|	gbif:4237846	|		|		|	
9003262	|	23821	|	Hieracium adenolegionense	|	species	|	gbif:8445793	|		|		|	
3897767	|	23821	|	Hieracium coloriscapum	|	species	|	gbif:8483139	|		|		|	
9003795	|	23821	|	Hieracium hispidiceps	|	species	|	gbif:8007900	|		|		|	
9004552	|	23821	|	Hieracium subterscissum	|	species	|	gbif:4240736	|		|		|	
9004193	|	23821	|	Hieracium philanthracinum	|	species	|	gbif:4252189	|		|		|	
9003845	|	23821	|	Hieracium isatifolium aggr	|	species	|	gbif:8598647	|		|		|	
9004288	|	23821	|	Hieracium pseudoincrassans	|	species	|	gbif:4248943	|		|		|	
9003269	|	23821	|	Hieracium aepolonchum	|	species	|	gbif:4237044	|		|		|	
3897265	|	23821	|	Hieracium leiocephalum	|	species	|	gbif:8439732	|		|		|	
9003388	|	23821	|	Hieracium austrotatricum	|	species	|	gbif:4233438	|		|		|	
9003808	|	23821	|	Hieracium hypochoeroides aggr	|	species	|	gbif:8515402	|		|		|	
9003913	|	23821	|	Hieracium leucophaeum aggr	|	species	|	gbif:8538936	|		|		|	
9004374	|	23821	|	Hieracium rupicola aggr	|	species	|	gbif:8464410	|		|		|	
9004541	|	23821	|	Hieracium subpunctillatum	|	species	|	gbif:4241038	|		|		|	
9003693	|	23821	|	Hieracium fagicolum	|	species	|	gbif:4221730	|		|		|	
9004507	|	23821	|	Hieracium subausterum	|	species	|	gbif:4242180	|		|		|	
9003902	|	23821	|	Hieracium leiopogon aggr	|	species	|	gbif:8525051	|		|		|	
9003301	|	23821	|	Hieracium amblycentrum	|	species	|	gbif:4236092	|		|		|	
9004560	|	23821	|	Hieracium subvulgatum	|	species	|	gbif:4240522	|		|		|	
9003835	|	23821	|	Hieracium intercedens	|	species	|	gbif:7991900	|		|		|	
9004664	|	23821	|	Hieracium victoriae	|	species	|	gbif:7426291	|		|		|	
9003391	|	23821	|	Hieracium aymericianum aggr	|	species	|	gbif:8513790	|		|		|	
9003605	|	23821	|	Hieracium dentifolium	|	species	|	gbif:8308146	|		|		|	
9004688	|	23821	|	Hieracium xanthostylum	|	species	|	gbif:4235578	|		|		|	
9003355	|	23821	|	Hieracium arnoldii	|	species	|	gbif:4234576	|		|		|	
3897532	|	23821	|	Hieracium cincinnatum	|	species	|	gbif:8450241	|		|		|	
9004642	|	23821	|	Hieracium urvellei	|	species	|	gbif:4237633	|		|		|	
9003410	|	23821	|	Hieracium basivinosum	|	species	|	gbif:4232823	|		|		|	
3898268	|	23821	|	Hieracium annae-toutoniae	|	species	|	gbif:8584893	|		|		|	
9003978	|	23821	|	Hieracium magnidens aggr	|	species	|	gbif:8702262	|		|		|	
9004086	|	23821	|	Hieracium obellipticum	|	species	|	gbif:4255885	|		|		|	
9004367	|	23821	|	Hieracium rohacsense aggr	|	species	|	gbif:8568941	|		|		|	
9004443	|	23821	|	Hieracium sparsidens	|	species	|	gbif:8597190	|		|		|	
9003896	|	23821	|	Hieracium lecithodes	|	species	|	gbif:7420690	|		|		|	
9004361	|	23821	|	Hieracium rimatum	|	species	|	gbif:4246677	|		|		|	
9003915	|	23821	|	Hieracium leucopsilon	|	species	|	gbif:8065332	|		|		|	
9003486	|	23821	|	Hieracium chlorifolium aggr	|	species	|	gbif:8603971	|		|		|	
9004434	|	23821	|	Hieracium solidagineum aggr	|	species	|	gbif:8700825	|		|		|	
9003863	|	23821	|	Hieracium kalsianum aggr	|	species	|	gbif:8629424	|		|		|	
9004232	|	23821	|	Hieracium poliocranum	|	species	|	gbif:4251055	|		|		|	
9003709	|	23821	|	Hieracium fissifolium	|	species	|	gbif:4221150	|		|		|	
9004205	|	23821	|	Hieracium pilipes	|	species	|	gbif:8600673	|		|		|	
9004591	|	23821	|	Hieracium tephrinoides	|	species	|	gbif:8113247	|		|		|	
9003531	|	23821	|	Hieracium conspectum	|	species	|	gbif:4226903	|		|		|	
9004244	|	23821	|	Hieracium polypelium	|	species	|	gbif:4250864	|		|		|	
3897072	|	23821	|	Hieracium thapsiformoides	|	species	|	gbif:8517995	|		|		|	
9004356	|	23821	|	Hieracium rhabdotum	|	species	|	gbif:4246971	|		|		|	
9004278	|	23821	|	Hieracium pseudamaurophyllum	|	species	|	gbif:4249580	|		|		|	
9004329	|	23821	|	Hieracium racemosum aggr	|	species	|	gbif:8708247	|		|		|	
9004428	|	23821	|	Hieracium skytteanum	|	species	|	gbif:4243936	|		|		|	
9004647	|	23821	|	Hieracium valentius	|	species	|	gbif:4237424	|		|		|	
9004686	|	23821	|	Hieracium wolfii	|	species	|	gbif:4235670	|		|		|	
9003910	|	23821	|	Hieracium leptoprenanthes	|	species	|	gbif:8591618	|		|		|	
9004034	|	23821	|	Hieracium mollipes	|	species	|	gbif:4207698	|		|		|	
9004528	|	23821	|	Hieracium submaculatum	|	species	|	gbif:4241423	|		|		|	
9004123	|	23821	|	Hieracium orariiforme	|	species	|	gbif:7567703	|		|		|	
9003772	|	23821	|	Hieracium guentheri-beckii aggr	|	species	|	gbif:8475522	|		|		|	
3898296	|	23821	|	Hieracium jurassicum	|	species	|	gbif:8473969	|		|		|	
3898182	|	23821	|	Hieracium erioleucum	|	species	|	gbif:8476479	|		|		|	
9004289	|	23821	|	Hieracium pseudoinvolutum	|	species	|	gbif:4248935	|		|		|	
9003540	|	23821	|	Hieracium coriarium	|	species	|	gbif:4226646	|		|		|	
9004498	|	23821	|	Hieracium stricticretum	|	species	|	gbif:7660037	|		|		|	
9004112	|	23821	|	Hieracium oligostictum	|	species	|	gbif:4255265	|		|		|	
9003937	|	23821	|	Hieracium lomnicense	|	species	|	gbif:8582065	|		|		|	
9004523	|	23821	|	Hieracium subinquilinum	|	species	|	gbif:4241552	|		|		|	
9003416	|	23821	|	Hieracium beylii	|	species	|	gbif:4232506	|		|		|	
9004321	|	23821	|	Hieracium purpurascens aggr	|	species	|	gbif:8697397	|		|		|	
9003297	|	23821	|	Hieracium altenahrense	|	species	|	gbif:8493446	|		|		|	
9004262	|	23821	|	Hieracium praeviride	|	species	|	gbif:4250209	|		|		|	
9003779	|	23821	|	Hieracium haboense (Johanss. & Sam.) Johanss. & Sam.	|	species	|	gbif:4217900	|		|		|	
9004595	|	23821	|	Hieracium theodori	|	species	|	gbif:4239372	|		|		|	
9004569	|	23821	|	Hieracium suriforme	|	species	|	gbif:4240377	|		|		|	
9003787	|	23821	|	Hieracium hepaticiforme	|	species	|	gbif:4217451	|		|		|	
9004426	|	23821	|	Hieracium similigerum	|	species	|	gbif:4244097	|		|		|	
9003286	|	23821	|	Hieracium albomurorum	|	species	|	gbif:8448857	|		|		|	
9004615	|	23821	|	Hieracium trichophyton	|	species	|	gbif:7993751	|		|		|	
9003674	|	23821	|	Hieracium eupristum	|	species	|	gbif:8261943	|		|		|	
9003743	|	23821	|	Hieracium gilvocaniceps	|	species	|	gbif:7336766	|		|		|	
3897873	|	23821	|	Hieracium macrodontoides	|	species	|	gbif:8475984	|		|		|	
9003574	|	23821	|	Hieracium cyclum	|	species	|	gbif:8289778	|		|		|	
9004297	|	23821	|	Hieracium pseudoringselense	|	species	|	gbif:4248565	|		|		|	
3897370	|	23821	|	Hieracium pendulum	|	species	|	gbif:8444832	|		|		|	
9004608	|	23821	|	Hieracium transtrandense	|	species	|	gbif:4238738	|		|		|	
9004327	|	23821	|	Hieracium queraltensis de	|	species	|	gbif:4247693	|		|		|	
9003627	|	23821	|	Hieracium distubellatum	|	species	|	gbif:4224371	|		|		|	
9004316	|	23821	|	Hieracium pulveraceum	|	species	|	gbif:7603804	|		|		|	
9003406	|	23821	|	Hieracium basileion	|	species	|	gbif:7542584	|		|		|	
9004561	|	23821	|	Hieracium succulentifolium	|	species	|	gbif:8691311	|		|		|	
3897953	|	23821	|	Hieracium obscuratum	|	species	|	gbif:8662101	|		|		|	
9003740	|	23821	|	Hieracium gerontocephalum	|	species	|	gbif:4219665	|		|		|	
9004584	|	23821	|	Hieracium taraxaci	|	species	|	gbif:7370293	|		|		|	
9004195	|	23821	|	Hieracium pholidotum	|	species	|	gbif:7696357	|		|		|	
9003877	|	23821	|	Hieracium lallianum	|	species	|	gbif:4212682	|		|		|	
3897688	|	23821	|	Hieracium rostanii	|	species	|	gbif:8665202	|		|		|	
9004524	|	23821	|	Hieracium subintegratum	|	species	|	gbif:7710210	|		|		|	
9003825	|	23821	|	Hieracium induticeps	|	species	|	gbif:7874103	|		|		|	
9003799	|	23821	|	Hieracium hogdalense	|	species	|	gbif:8057257	|		|		|	
9003609	|	23821	|	Hieracium diaphanoides aggr	|	species	|	gbif:8507553	|		|		|	
9004413	|	23821	|	Hieracium sericocybe	|	species	|	gbif:7540321	|		|		|	
9004441	|	23821	|	Hieracium spanocomum	|	species	|	gbif:7418379	|		|		|	
3897845	|	23821	|	Hieracium subtilissimum	|	species	|	gbif:8679938	|		|		|	
9004622	|	23821	|	Hieracium tubaticeps	|	species	|	gbif:4238211	|		|		|	
3898227	|	23821	|	Hieracium bastrerianum	|	species	|	gbif:8617645	|		|		|	
9004551	|	23821	|	Hieracium subterscissiforme	|	species	|	gbif:4240740	|		|		|	
3897909	|	23821	|	Hieracium austroslavicum	|	species	|	gbif:8454754	|		|		|	
9004406	|	23821	|	Hieracium semicanum	|	species	|	gbif:4244602	|		|		|	
3897877	|	23821	|	Hieracium loeflingianum	|	species	|	gbif:8443727	|		|		|	
9003299	|	23821	|	Hieracium ambigosum	|	species	|	gbif:4236117	|		|		|	
3897130	|	23821	|	Hieracium apricorum	|	species	|	gbif:8448723	|		|		|	
9004635	|	23821	|	Hieracium uncosum	|	species	|	gbif:4237769	|		|		|	
9003612	|	23821	|	Hieracium didymanthum	|	species	|	gbif:7708620	|		|		|	
9003390	|	23821	|	Hieracium avae	|	species	|	gbif:4233388	|		|		|	
9003741	|	23821	|	Hieracium giganteum	|	species	|	gbif:6295678	|		|		|	
3896993	|	23821	|	Hieracium hypochoeroides	|	species	|	gbif:8605745	|		|		|	
9003697	|	23821	|	Hieracium fallens	|	species	|	gbif:8091731	|		|		|	
9004228	|	23821	|	Hieracium pocuticum aggr	|	species	|	gbif:8556275	|		|		|	
3897625	|	23821	|	Hieracium geilingeri	|	species	|	gbif:8635961	|		|		|	
9004370	|	23821	|	Hieracium rubiginans	|	species	|	gbif:4246384	|		|		|	
9003961	|	23821	|	Hieracium maciatum	|	species	|	gbif:4209773	|		|		|	
9003479	|	23821	|	Hieracium cernuum	|	species	|	gbif:8152827	|		|		|	
9004025	|	23821	|	Hieracium mimeticum	|	species	|	gbif:4207938	|		|		|	
3897154	|	23821	|	Hieracium pallescens	|	species	|	gbif:8513184	|		|		|	
9004041	|	23821	|	Hieracium mukaczevense Uksip	|	species	|	gbif:4207463	|		|		|	
3897263	|	23821	|	Hieracium nigritum	|	species	|	gbif:8467260	|		|		|	
9003525	|	23821	|	Hieracium concinnatum	|	species	|	gbif:4227213	|		|		|	
9004396	|	23821	|	Hieracium scoticum aggr	|	species	|	gbif:8527818	|		|		|	
9003801	|	23821	|	Hieracium holopleurum aggr	|	species	|	gbif:8580462	|		|		|	
9003797	|	23821	|	Hieracium hispidulum aggr	|	species	|	gbif:8703825	|		|		|	
3897528	|	23821	|	Hieracium hepaticum	|	species	|	gbif:8412850	|		|		|	
3897921	|	23821	|	Hieracium pteropogon	|	species	|	gbif:8571182	|		|		|	
3897286	|	23821	|	Hieracium erosulum	|	species	|	gbif:8694840	|		|		|	
9003606	|	23821	|	Hieracium deplumatum	|	species	|	gbif:4224995	|		|		|	
9004215	|	23821	|	Hieracium placolepis	|	species	|	gbif:4251560	|		|		|	
9004209	|	23821	|	Hieracium pinetorum	|	species	|	gbif:7394709	|		|		|	
9003641	|	23821	|	Hieracium duplicatum	|	species	|	gbif:7847150	|		|		|	
