uid	|	parent_uid	|	name	|	rank	|	sourceinfo	|	uniqname	|	flags	|	
119454	|	935635	|	Ainsliaea foliosa	|	species	|	ncbi:418256	|		|		|	
400831	|	935635	|	Ainsliaea walkeri	|	species	|	ncbi:418278	|		|		|	
67830	|	935635	|	Ainsliaea macrocephala	|	species	|	ncbi:418270	|		|		|	
67839	|	935635	|	Ainsliaea spicata	|	species	|	ncbi:418275	|		|		|	
119452	|	935635	|	Ainsliaea fulvipes	|	species	|	ncbi:418259	|		|		|	
588736	|	935635	|	Ainsliaea heterantha	|	species	|	ncbi:418265	|		|		|	
119462	|	935635	|	Ainsliaea cordifolia	|	species	|	ncbi:418252	|		|		|	
67832	|	935635	|	Ainsliaea macroclinidioides	|	species	|	ncbi:418271	|		|		|	
531878	|	67832	|	Ainsliaea macroclinidioides var. okinawensis	|	varietas	|	ncbi:418272	|		|	infraspecific	|	
9005881	|	935635	|	Ainsliaea mollis	|	species	|	gbif:3133829	|		|		|	
918001	|	5669	|	Macroclinidium	|	genus	|	ncbi:742828,gbif:7337755	|		|		|	
744885	|	918001	|	Macroclinidium rigidulum	|	species	|	ncbi:418281	|		|		|	
744895	|	918001	|	Macroclinidium robustum	|	species	|	ncbi:418282	|		|		|	
509608	|	5669	|	Pertya	|	genus	|	ncbi:130294,gbif:3130273	|		|		|	
263320	|	509608	|	Pertya glabrescens	|	species	|	ncbi:130295	|		|		|	
435589	|	509608	|	Pertya phylicoides	|	species	|	ncbi:130296	|		|		|	
744893	|	509608	|	Pertya scandens	|	species	|	ncbi:418283	|		|		|	
9005882	|	509608	|	Pertya discclor	|	species	|	gbif:4239449	|		|		|	
641041	|	5669	|	Diaspananthus	|	genus	|	ncbi:418245,gbif:3149512	|		|	barren	|	
139106	|	46248	|	Gymnarrhenoideae	|	subfamily	|	ncbi:219093	|		|		|	
527110	|	139106	|	Gymnarrheneae	|	tribe	|	ncbi:219101	|		|		|	
756280	|	527110	|	Gymnarrhena	|	genus	|	ncbi:313928,gbif:3103901	|		|		|	
756282	|	756280	|	Gymnarrhena micrantha	|	species	|	ncbi:313929	|		|		|	
139111	|	46248	|	Hecastocleidoideae	|	subfamily	|	ncbi:219094	|		|		|	
561258	|	139111	|	Hecastocleis	|	genus	|	ncbi:220497,gbif:3150314	|		|		|	
561253	|	561258	|	Hecastocleis shockleyi	|	species	|	ncbi:220498	|		|		|	
527107	|	46248	|	Carduoideae	|	subfamily	|	ncbi:219103	|		|		|	
5682	|	527107	|	Tarchonantheae	|	tribe	|	ncbi:219116	|		|		|	
513915	|	5682	|	Brachylaena	|	genus	|	ncbi:130238,gbif:3140958	|		|		|	
9003044	|	513915	|	Brachylaena ramiflora	|	species	|	ncbi:1542379	|		|		|	
990489	|	513915	|	Brachylaena huillensis	|	species	|	ncbi:493952	|		|		|	
974962	|	513915	|	Brachylaena transvaalensis	|	species	|	ncbi:992654	|		|		|	
17910	|	513915	|	Brachylaena elliptica	|	species	|	ncbi:459735	|		|		|	
513913	|	513915	|	Brachylaena discolor	|	species	|	ncbi:130239	|		|		|	
5232403	|	513913	|	Brachylaena discolor var. rotundata	|	varietas	|	ncbi:1237404	|		|	infraspecific	|	
1008606	|	513915	|	Brachylaena neriifolia	|	species	|	ncbi:379209,gbif:4231588	|		|		|	
349982	|	513915	|	Brachylaena ilicifolia	|	species	|	ncbi:1158811	|		|		|	
169193	|	5682	|	Tarchonanthus	|	genus	|	ncbi:41649,gbif:3141273	|		|		|	
418360	|	169193	|	Tarchonanthus camphoratus	|	species	|	ncbi:41650	|		|		|	
314134	|	169193	|	Tarchonanthus trilobus	|	species	|	ncbi:112412	|		|		|	
9003046	|	314134	|	Tarchonanthus trilobus var. galpinii	|	varietas	|	ncbi:1899144	|		|	infraspecific	|	
9003045	|	169193	|	Tarchonanthus glaber	|	species	|	gbif:7824256	|		|		|	
139114	|	527107	|	Dicomeae	|	tribe	|	ncbi:219097	|		|		|	
564574	|	139114	|	Dicoma	|	genus	|	ncbi:130251,gbif:3103338	|		|		|	
648125	|	564574	|	Dicoma capensis	|	species	|	ncbi:496622	|		|		|	
1046699	|	564574	|	Dicoma paivae	|	species	|	ncbi:1184228	|		|		|	
1046711	|	564574	|	Dicoma foliosa	|	species	|	ncbi:1184226	|		|		|	
1046705	|	564574	|	Dicoma elegans	|	species	|	ncbi:1184225	|		|		|	
9003039	|	564574	|	Dicoma sp. Funk & Koekemoer 12702	|	species	|	ncbi:1542511	|		|		|	
1046707	|	564574	|	Dicoma antunesii	|	species	|	ncbi:1184224	|		|		|	
1046697	|	564574	|	Dicoma tomentosa	|	species	|	ncbi:1184229	|		|		|	
470131	|	564574	|	Dicoma welwitschii	|	species	|	ncbi:1184230	|		|		|	
729181	|	564574	|	Dicoma sp. JLP-2008	|	species	|	ncbi:496623	|		|		|	
1046709	|	564574	|	Dicoma fruticosa	|	species	|	ncbi:1184227	|		|		|	
957612	|	564574	|	Dicoma picta	|	species	|	ncbi:379224	|		|		|	
1046702	|	564574	|	Dicoma anomala	|	species	|	ncbi:1184223	|		|		|	
920276	|	139114	|	Erythrocephalum	|	genus	|	ncbi:741993,gbif:3109899	|		|		|	
470133	|	920276	|	Erythrocephalum marginatum	|	species	|	ncbi:1184231	|		|		|	
470127	|	920276	|	Erythrocephalum scabrifolium	|	species	|	ncbi:1184232	|		|		|	
920278	|	139114	|	Cloiselia	|	genus	|	ncbi:741991,gbif:3089131	|		|		|	
786248	|	920278	|	Cloiselia madagascariensis	|	species	|	ncbi:1184222	|		|		|	
564566	|	920278	|	Cloiselia carbonaria	|	species	|	ncbi:130254	|		|		|	
263315	|	139114	|	Pasaccardoa	|	genus	|	ncbi:130291,gbif:3093495	|		|		|	
631393	|	263315	|	Pasaccardoa baumii	|	species	|	ncbi:1184239	|		|		|	
892238	|	263315	|	Pasaccardoa grantii	|	species	|	ncbi:496642	|		|		|	
477748	|	263315	|	Pasaccardoa jeffreyi	|	species	|	ncbi:1184240	|		|		|	
263313	|	263315	|	Pasaccardoa procumbens	|	species	|	ncbi:130292	|		|		|	
9003041	|	263315	|	Pasaccardoa kaessneri	|	species	|	gbif:4246165	|		|		|	
846102	|	139114	|	Macledium	|	genus	|	ncbi:378880,gbif:3140830	|		|		|	
470121	|	846102	|	Macledium salignum	|	species	|	ncbi:1184236	|		|		|	
470125	|	846102	|	Macledium plantaginifolium	|	species	|	ncbi:1184234	|		|		|	
470129	|	846102	|	Macledium gossweileri	|	species	|	ncbi:1184233	|		|		|	
375539	|	846102	|	Macledium zeyheri	|	species	|	ncbi:496638	|		|		|	
874577	|	846102	|	Macledium spinosum	|	species	|	ncbi:378881	|		|		|	
631374	|	846102	|	Macledium poggei	|	species	|	ncbi:1184235	|		|		|	
9003040	|	846102	|	Macledium kirkii	|	species	|	gbif:3140870	|		|		|	
920274	|	139114	|	Pleiotaxis	|	genus	|	ncbi:741992,gbif:3092632	|		|		|	
996675	|	920274	|	Pleiotaxis antunesii	|	species	|	ncbi:1184242	|		|		|	
996689	|	920274	|	Pleiotaxis welwitschii	|	species	|	ncbi:1184249	|		|		|	
996692	|	920274	|	Pleiotaxis subpaniculata	|	species	|	ncbi:1184248	|		|		|	
996682	|	920274	|	Pleiotaxis rugosa	|	species	|	ncbi:1184246	|		|		|	
996684	|	920274	|	Pleiotaxis racemosa	|	species	|	ncbi:1184245	|		|		|	
996677	|	920274	|	Pleiotaxis angolensis	|	species	|	ncbi:1184241	|		|		|	
477751	|	920274	|	Pleiotaxis pulcherrima	|	species	|	ncbi:1184244	|		|		|	
996672	|	920274	|	Pleiotaxis huillensis	|	species	|	ncbi:1184243	|		|		|	
996680	|	920274	|	Pleiotaxis selina	|	species	|	ncbi:1184247	|		|		|	
9003043	|	920274	|	Pleiotaxis macrophylla	|	species	|	gbif:3092645	|		|		|	
9003042	|	920274	|	Pleiotaxis eximia	|	species	|	gbif:3092671	|		|		|	
920280	|	527107	|	Oldenburgieae	|	tribe	|	ncbi:741996	|		|		|	
159724	|	920280	|	Oldenburgia	|	genus	|	ncbi:171747,gbif:3149870	|		|		|	
470135	|	159724	|	Oldenburgia paradoxa	|	species	|	ncbi:1184238	|		|		|	
856829	|	159724	|	Oldenburgia grandis	|	species	|	ncbi:379265	|		|		|	
492103	|	159724	|	Oldenburgia intermedia	|	species	|	ncbi:313559	|		|		|	
1073066	|	159724	|	Oldenburgia sp. Kaellersjoe s.n.	|	species	|	ncbi:175526	|		|		|	
470123	|	159724	|	Oldenburgia papionum	|	species	|	ncbi:1184237	|		|		|	
557760	|	527107	|	Cardueae	|	tribe	|	ncbi:102818	|		|		|	
54959	|	557760	|	Carlininae	|	subtribe	|	ncbi:742007	|		|		|	
265949	|	54959	|	Thevenotia	|	genus	|	ncbi:145991,gbif:3144891	|		|		|	
265950	|	265949	|	Thevenotia scabra	|	species	|	ncbi:145992	|		|		|	
492114	|	54959	|	Tugarinovia	|	genus	|	ncbi:313551,gbif:3100295	|		|		|	
767940	|	492114	|	Tugarinovia mongolica	|	species	|	ncbi:313552	|		|		|	
792925	|	54959	|	Carlina	|	genus	|	ncbi:41499,gbif:3105349	|		|		|	
971509	|	792925	|	Carlina xeranthemoides	|	species	|	ncbi:538503	|		|		|	
173363	|	792925	|	Carlina racemosa	|	species	|	ncbi:538497	|		|		|	
338769	|	792925	|	Carlina macrophylla	|	species	|	ncbi:512622	|		|		|	
173367	|	792925	|	Carlina libanotica	|	species	|	ncbi:538491	|		|		|	
173373	|	173367	|	Carlina libanotica subsp. libanotica	|	subspecies	|	ncbi:538492	|		|	infraspecific	|	
173371	|	173367	|	Carlina libanotica subsp. microcephala	|	subspecies	|	ncbi:538493	|		|	infraspecific	|	
534446	|	792925	|	Carlina macrocephala	|	species	|	ncbi:143185	|		|		|	
1066139	|	792925	|	Carlina vulgaris	|	species	|	ncbi:41500,gbif:8665992	|		|		|	
971511	|	1066139	|	Carlina vulgaris subsp. spinosa	|	subspecies	|	ncbi:538502	|		|	infraspecific	|	
747600	|	792925	|	Carlina curetum	|	species	|	ncbi:538482	|		|		|	
224070	|	792925	|	Carlina biebersteinii	|	species	|	ncbi:538476	|		|		|	
224068	|	224070	|	Carlina biebersteinii subsp. brevibracteata	|	subspecies	|	ncbi:538477	|		|	infraspecific	|	
224077	|	224070	|	Carlina biebersteinii subsp. biebersteinii	|	subspecies	|	ncbi:538478	|		|	infraspecific	|	
224076	|	224077	|	Carlina biebersteinii var. biebersteinii	|	varietas	|	ncbi:538479	|		|	infraspecific	|	
9002866	|	792925	|	Carlina onopordifolia	|	species	|	ncbi:1522192	|		|		|	
812806	|	792925	|	Carlina brachylepis	|	species	|	ncbi:512618	|		|		|	
173365	|	792925	|	Carlina pygmaea	|	species	|	ncbi:538496	|		|		|	
173358	|	792925	|	Carlina nebrodensis	|	species	|	ncbi:538494,gbif:7353541	|		|		|	
173356	|	792925	|	Carlina oligocephala	|	species	|	ncbi:538495	|		|		|	
82139	|	792925	|	Carlina corymbosa	|	species	|	ncbi:538481	|		|		|	
747596	|	792925	|	Carlina frigida	|	species	|	ncbi:538484	|		|		|	
747598	|	747596	|	Carlina frigida subsp. fiumensis	|	subspecies	|	ncbi:538485	|		|	infraspecific	|	
747594	|	747596	|	Carlina frigida subsp. frigida	|	subspecies	|	ncbi:538486	|		|	infraspecific	|	
747607	|	792925	|	Carlina canariensis	|	species	|	ncbi:538480	|		|		|	
534447	|	792925	|	Carlina lanata	|	species	|	ncbi:143184	|		|		|	
224074	|	792925	|	Carlina atlantica	|	species	|	ncbi:538474	|		|		|	
971515	|	792925	|	Carlina sitiensis	|	species	|	ncbi:538500	|		|		|	
534453	|	792925	|	Carlina gummifera	|	species	|	ncbi:143183	|		|		|	
173354	|	792925	|	Carlina salicifolia	|	species	|	ncbi:538498	|		|		|	
224064	|	792925	|	Carlina acaulis	|	species	|	ncbi:538471	|		|		|	
236071	|	224064	|	Carlina acaulis subsp. acaulis	|	subspecies	|	ncbi:538472	|		|	infraspecific	|	
224062	|	224064	|	Carlina acaulis subsp. caulescens	|	subspecies	|	ncbi:538473	|		|	infraspecific	|	
747604	|	792925	|	Carlina diae	|	species	|	ncbi:538483	|		|		|	
747590	|	792925	|	Carlina hispanica	|	species	|	ncbi:538488	|		|		|	
747592	|	747590	|	Carlina hispanica subsp. globosa	|	subspecies	|	ncbi:538489	|		|	infraspecific	|	
173352	|	792925	|	Carlina sicula	|	species	|	ncbi:538499	|		|		|	
534457	|	792925	|	Carlina falcata	|	species	|	ncbi:143182	|		|		|	
173369	|	792925	|	Carlina involucrata	|	species	|	ncbi:538490	|		|		|	
534449	|	792925	|	Carlina acanthifolia	|	species	|	ncbi:143181	|		|		|	
798357	|	534449	|	Carlina acanthifolia subsp. cynara	|	subspecies	|	ncbi:538469	|		|	infraspecific	|	
798356	|	534449	|	Carlina acanthifolia subsp. acanthifolia	|	subspecies	|	ncbi:538468	|		|	infraspecific	|	
224066	|	534449	|	Carlina acanthifolia subsp. utzka	|	subspecies	|	ncbi:538470	|		|	infraspecific	|	
89390	|	792925	|	Carlina graeca	|	species	|	ncbi:538487	|		|		|	
971513	|	792925	|	Carlina tragacanthifolia	|	species	|	ncbi:538501	|		|		|	
224072	|	792925	|	Carlina barnebiana	|	species	|	ncbi:538475	|		|		|	
9002863	|	792925	|	Carlina arophila	|	species	|	gbif:4210398	|		|		|	
9002865	|	792925	|	Carlina oligecephala	|	species	|	gbif:4210022	|		|		|	
9002864	|	792925	|	Carlina bamebiana	|	species	|	gbif:4210365	|		|		|	
194043	|	54959	|	Atractylodes	|	genus	|	ncbi:41485,gbif:3122426	|		|		|	
194037	|	194043	|	Atractylodes lancea	|	species	|	ncbi:41486,gbif:3122428	|		|		|	
326971	|	194037	|	Atractylodes lancea subsp. luotianensis	|	subspecies	|	ncbi:552637	|		|	infraspecific	|	
862514	|	194043	|	Atractylodes sp. cdT54	|	species	|	ncbi:588670	|		|		|	
765700	|	194043	|	Atractylodes koreana	|	species	|	ncbi:69405	|		|		|	
966736	|	194043	|	Atractylodes sp. CD-2009	|	species	|	ncbi:589369	|		|		|	
361559	|	194043	|	Atractylodes macrocephala	|	species	|	ncbi:265785	|		|		|	
5144244	|	194043	|	Atractylodes lancea x Atractylodes chinensis	|	species	|	ncbi:334519	|		|	hybrid	|	
765698	|	194043	|	Atractylodes chinensis	|	species	|	ncbi:69404	|		|		|	
31660	|	765698	|	Atractylodes chinensis var. chinensis	|	varietas	|	ncbi:1203264	|		|	infraspecific	|	
1062486	|	31660	|	Atractylodes chinensis f. quinqueloba	|	forma	|	ncbi:1203263	|		|	infraspecific	|	
400622	|	765698	|	Atractylodes chinensis var. liaotungensis	|	varietas	|	ncbi:555826	|		|	infraspecific	|	
400632	|	194043	|	Atractylodes carlinoides	|	species	|	ncbi:555822	|		|		|	
9002862	|	194043	|	Atractylodes sp. ZL120708	|	species	|	ncbi:1523574	|		|		|	
9002861	|	194043	|	Atractylodes sp. LQH-2013	|	species	|	ncbi:1413773	|		|		|	
194047	|	54959	|	Atractylis	|	genus	|	ncbi:41483,gbif:5398240	|		|		|	
194041	|	194047	|	Atractylis humilis	|	species	|	ncbi:41484	|		|		|	
756714	|	194047	|	Atractylis cancellata	|	species	|	ncbi:143173	|		|		|	
3894868	|	194047	|	Atractylis arbuscula	|	species	|	ncbi:1523573	|		|		|	
798354	|	194047	|	Atractylis phaeolepis	|	species	|	ncbi:538467	|		|		|	
140467	|	194047	|	Atractylis carduus	|	species	|	ncbi:143174	|		|		|	
3894879	|	194047	|	Atractylis arabica	|	species	|	ncbi:1423379	|		|		|	
9002859	|	194047	|	Atractylis candida	|	species	|	gbif:8463697	|		|		|	
9002858	|	194047	|	Atractylis amplexicaulis	|	species	|	gbif:8352158	|		|		|	
9002860	|	194047	|	Atractylis gummifera	|	species	|	gbif:7449725	|		|		|	
54958	|	557760	|	Cardopatiinae	|	subtribe	|	ncbi:742008	|		|		|	
305700	|	54958	|	Cardopatium	|	genus	|	ncbi:143177,gbif:3098507	|		|		|	
756698	|	305700	|	Cardopatium corymbosum	|	species	|	ncbi:143178	|		|		|	
627940	|	557760	|	Carduinae	|	subtribe	|	ncbi:742010	|		|		|	
947021	|	627940	|	Lipschitziella	|	genus	|	ncbi:258783	|		|		|	
115188	|	947021	|	Lipschitziella ceratocarpa	|	species	|	ncbi:254905	|		|		|	
643730	|	627940	|	Galactites	|	genus	|	ncbi:41579,gbif:3137574	|		|		|	
864190	|	643730	|	Galactites duriaei	|	species	|	ncbi:41580,gbif:7947618	|		|		|	
25038	|	643730	|	Galactites tomentosus	|	species	|	ncbi:92911	|		|		|	
25041	|	627940	|	Onopordum	|	genus	|	ncbi:92914,gbif:3094883	|		|		|	
575504	|	25041	|	Onopordum illyricum	|	species	|	ncbi:297478	|		|		|	
432359	|	25041	|	Onopordum seravschanicum	|	species	|	ncbi:592003	|		|		|	
655355	|	25041	|	Onopordum cf. illyricum DGK 97.013	|	species	|	ncbi:196702	|		|		|	
432363	|	25041	|	Onopordum caricum	|	species	|	ncbi:592001	|		|		|	
25043	|	25041	|	Onopordum acanthium	|	species	|	ncbi:92915	|		|		|	
341879	|	25041	|	Onopordum nervosum	|	species	|	ncbi:313534	|		|		|	
432357	|	25041	|	Onopordum nogalesii	|	species	|	ncbi:592002	|		|		|	
432353	|	25041	|	Onopordum turcicum	|	species	|	ncbi:592004	|		|		|	
795542	|	25041	|	Onopordum tauricum	|	species	|	ncbi:314014	|		|		|	
265948	|	25041	|	Onopordum algeriense	|	species	|	ncbi:145990	|		|		|	
432361	|	25041	|	Onopordum carduchorum	|	species	|	ncbi:592000	|		|		|	
795401	|	25041	|	Onopordum leptolepis	|	species	|	ncbi:143217	|		|		|	
841324	|	25041	|	Onopordum acaulon	|	species	|	ncbi:196747	|		|		|	
862342	|	25041	|	Onopordum anatolicum	|	species	|	ncbi:591999	|		|		|	
706036	|	25041	|	Onopordum cynarocephalum	|	species	|	ncbi:264976	|		|		|	
9002830	|	25041	|	Onopordum lanatum	|	species	|	gbif:4206076	|		|		|	
9002832	|	25041	|	Onopordum majori	|	species	|	gbif:4206010	|		|		|	
9002831	|	25041	|	Onopordum macrocanthum	|	species	|	gbif:4206024	|		|		|	
9002833	|	25041	|	Onopordum schultesii	|	species	|	gbif:4205878	|		|		|	
3894509	|	25041	|	Onopordum candidum	|	species	|	gbif:4206299	|		|		|	
911762	|	627940	|	Syreitschikovia	|	genus	|	ncbi:305393,gbif:3114369	|		|		|	
911763	|	911762	|	Syreitschikovia spinulosa	|	species	|	ncbi:305394	|		|		|	
432355	|	911762	|	Syreitschikovia tenuifolia	|	species	|	ncbi:592005	|		|		|	
916910	|	627940	|	Lamyropappus	|	genus	|	ncbi:313524,gbif:3098607	|		|		|	
916911	|	916910	|	Lamyropappus schakaptaricus	|	species	|	ncbi:313525,gbif:4208601	|		|		|	
944237	|	627940	|	Synurus	|	genus	|	ncbi:41647,gbif:3150725	|		|		|	
795406	|	944237	|	Synurus palmatopinnatifidus	|	species	|	ncbi:143213	|		|		|	
944238	|	944237	|	Synurus deltoides	|	species	|	ncbi:41648	|		|		|	
289563	|	627940	|	Jurinea	|	genus	|	ncbi:41593,gbif:3109185	|		|		|	
296304	|	289563	|	Jurinea turcica	|	species	|	ncbi:543367	|		|		|	
715078	|	289563	|	Jurinea stoechadifolia	|	species	|	ncbi:317052	|		|		|	
667177	|	289563	|	Jurinea cadmea	|	species	|	ncbi:540777	|		|		|	
9002796	|	289563	|	Jurinea bungei	|	species	|	ncbi:1496617	|		|		|	
295449	|	289563	|	Jurinea alpigena	|	species	|	ncbi:540773	|		|		|	
772565	|	289563	|	Jurinea multiflora	|	species	|	ncbi:324594	|		|		|	
9002822	|	289563	|	Jurinea sharifiana	|	species	|	ncbi:1496615	|		|		|	
9002813	|	289563	|	Jurinea monocephala	|	species	|	ncbi:1496634	|		|		|	
67368	|	289563	|	Jurinea sp. Asia2	|	species	|	ncbi:143282	|		|		|	
295442	|	289563	|	Jurinea brevicaulis	|	species	|	ncbi:540776	|		|		|	
9002793	|	289563	|	Jurinea antonowii	|	species	|	ncbi:1496616,gbif:5694762	|		|		|	
976402	|	289563	|	Jurinea pungens	|	species	|	ncbi:554257	|		|		|	
9002824	|	289563	|	Jurinea stenocalathia	|	species	|	ncbi:1496640	|		|		|	
3894822	|	289563	|	Jurinea alata	|	species	|	ncbi:1628029	|		|		|	
9002799	|	289563	|	Jurinea cordata	|	species	|	ncbi:1496620	|		|		|	
9002801	|	289563	|	Jurinea dumulosa	|	species	|	ncbi:1496621	|		|		|	
635629	|	289563	|	Jurinea ramulosa	|	species	|	ncbi:540785	|		|		|	
9002808	|	289563	|	Jurinea leptoloba	|	species	|	ncbi:1496629	|		|		|	
1021887	|	289563	|	Jurinea kilaea	|	species	|	ncbi:540781	|		|		|	
805042	|	289563	|	Jurinea dolomiaea	|	species	|	ncbi:1205745	|		|		|	
916920	|	289563	|	Jurinea carduiformis	|	species	|	ncbi:313523	|		|		|	
741652	|	289563	|	Jurinea lanipes	|	species	|	ncbi:254699	|		|		|	
3894774	|	289563	|	Jurinea eriobasis	|	species	|	ncbi:1496622	|		|		|	
9002820	|	289563	|	Jurinea ramosissima	|	species	|	ncbi:1496639	|		|		|	
1021885	|	289563	|	Jurinea cypria	|	species	|	ncbi:540780	|		|		|	
9002806	|	289563	|	Jurinea inuloides	|	species	|	ncbi:1496627	|		|		|	
9002814	|	289563	|	Jurinea multicaulis	|	species	|	ncbi:1496635	|		|		|	
914755	|	289563	|	Jurinea cyanoides	|	species	|	ncbi:127018	|		|		|	
635609	|	289563	|	Jurinea pontica	|	species	|	ncbi:540783	|		|		|	
1021892	|	289563	|	Jurinea pulchella	|	species	|	ncbi:540784	|		|		|	
9002811	|	289563	|	Jurinea meda	|	species	|	ncbi:1496632	|		|		|	
3894788	|	289563	|	Jurinea fontqueri	|	species	|	ncbi:1329492	|		|		|	
715079	|	289563	|	Jurinea suffruticosa	|	species	|	ncbi:317053	|		|		|	
741651	|	289563	|	Jurinea albicaulis	|	species	|	ncbi:254698	|		|		|	
9002819	|	289563	|	Jurinea radians	|	species	|	ncbi:1496638	|		|		|	
289564	|	289563	|	Jurinea humilis	|	species	|	ncbi:41594	|		|		|	
295444	|	289563	|	Jurinea aucherana	|	species	|	ncbi:540775	|		|		|	
575509	|	289563	|	Jurinea mollis	|	species	|	ncbi:297477,gbif:6444162	|		|		|	
9002803	|	289563	|	Jurinea gedrosiaca	|	species	|	ncbi:1496624	|		|		|	
9002807	|	289563	|	Jurinea kopetensis	|	species	|	ncbi:1496628	|		|		|	
3894819	|	289563	|	Jurinea pinnata	|	species	|	ncbi:1329493	|		|		|	
296301	|	289563	|	Jurinea tortumensis	|	species	|	ncbi:543368	|		|		|	
9002826	|	289563	|	Jurinea viciosoi	|	species	|	ncbi:1496641	|		|		|	
664327	|	289563	|	Jurinea cataonica	|	species	|	ncbi:540778	|		|		|	
295447	|	289563	|	Jurinea ancyrensis	|	species	|	ncbi:540774	|		|		|	
9002797	|	289563	|	Jurinea cartilaginea	|	species	|	ncbi:1496618	|		|		|	
9002805	|	289563	|	Jurinea heterophylla	|	species	|	ncbi:1496626	|		|		|	
709129	|	289563	|	Jurinea himalaica	|	species	|	ncbi:487749	|		|		|	
1021882	|	289563	|	Jurinea macrocalathia	|	species	|	ncbi:540782	|		|		|	
9002812	|	289563	|	Jurinea mobayenii	|	species	|	ncbi:1496633	|		|		|	
9002802	|	289563	|	Jurinea gabrieliae	|	species	|	ncbi:1496623	|		|		|	
295454	|	289563	|	Jurinea consanguinea	|	species	|	ncbi:540779	|		|		|	
9002818	|	289563	|	Jurinea proteoides	|	species	|	ncbi:1496637	|		|		|	
82707	|	289563	|	Jurinea narynensis	|	species	|	ncbi:305362	|		|		|	
9002817	|	289563	|	Jurinea prasinophylla	|	species	|	ncbi:1496636	|		|		|	
272034	|	289563	|	Jurinea macrocephala	|	species	|	ncbi:143202	|		|		|	
9002810	|	272034	|	Jurinea macrocephala subsp. macrocephala	|	subspecies	|	ncbi:1496631	|		|	infraspecific	|	
9002809	|	272034	|	Jurinea macrocephala subsp. elbursensis	|	subspecies	|	ncbi:1496630	|		|	infraspecific	|	
9002798	|	289563	|	Jurinea catharinae	|	species	|	ncbi:1496619	|		|		|	
9002804	|	289563	|	Jurinea giviensis	|	species	|	ncbi:1496625	|		|		|	
348574	|	289563	|	Jurinea robusta	|	species	|	ncbi:254700	|		|		|	
16195	|	289563	|	Jurinea cf. darvasica Susanna et al. 1631	|	species	|	ncbi:317104	|		|		|	
9002815	|	289563	|	Jurinea nargalensis	|	species	|	gbif:5694508	|		|		|	
9002795	|	289563	|	Jurinea bocconi	|	species	|	gbif:7682433	|		|		|	
9002823	|	289563	|	Jurinea staechadifolia	|	species	|	gbif:5694456	|		|		|	
9002821	|	289563	|	Jurinea schachimordanica	|	species	|	gbif:5694468	|		|		|	
9002800	|	289563	|	Jurinea czilikinoana	|	species	|	gbif:5694669	|		|		|	
9002825	|	289563	|	Jurinea transhyrcana	|	species	|	gbif:5694439	|		|		|	
9002816	|	289563	|	Jurinea paulsenii	|	species	|	gbif:8054989	|		|		|	
9002792	|	289563	|	Jurinea abramovii	|	species	|	gbif:5704224	|		|		|	
9002794	|	289563	|	Jurinea bobrovii	|	species	|	gbif:5392532	|		|		|	
947023	|	627940	|	Himalaiella	|	genus	|	ncbi:258784,gbif:8418786	|		|		|	
210424	|	947023	|	Himalaiella deltoidea	|	species	|	ncbi:243811	|		|		|	
370985	|	947023	|	Himalaiella nivea	|	species	|	ncbi:258794	|		|		|	
947017	|	947023	|	Himalaiella albescens	|	species	|	ncbi:258789	|		|		|	
733905	|	947023	|	Himalaiella auriculata	|	species	|	ncbi:243808	|		|		|	
708836	|	627940	|	Cnicus	|	genus	|	ncbi:50281,gbif:3105628	|		|		|	
9002767	|	708836	|	Cnicus occidentalls	|	species	|	gbif:4215386	|		|		|	
9002765	|	708836	|	Cnicus lappaceus	|	species	|	gbif:8377567	|		|		|	
9002774	|	708836	|	Cnicus subcoriacess	|	species	|	gbif:4214970	|		|		|	
9002762	|	708836	|	Cnicus callosus	|	species	|	gbif:3113298	|		|		|	
9002768	|	708836	|	Cnicus pungens	|	species	|	gbif:3105637	|		|		|	
9002766	|	708836	|	Cnicus leduci	|	species	|	gbif:4215585	|		|		|	
9002770	|	708836	|	Cnicus rectus	|	species	|	gbif:4215169	|		|		|	
9002769	|	708836	|	Cnicus raphilepis	|	species	|	gbif:4215174	|		|		|	
9002761	|	708836	|	Cnicus arachnoides	|	species	|	gbif:8349363	|		|		|	
9002772	|	708836	|	Cnicus semenowi	|	species	|	gbif:4215070	|		|		|	
9002763	|	708836	|	Cnicus dicolor	|	species	|	gbif:4216025	|		|		|	
9002773	|	708836	|	Cnicus semipectinatus	|	species	|	gbif:8223156	|		|		|	
9002764	|	708836	|	Cnicus heterophyllus	|	species	|	gbif:7505943	|		|		|	
9002771	|	708836	|	Cnicus remotifollus	|	species	|	gbif:4215154	|		|		|	
768001	|	627940	|	Tiarocarpus	|	genus	|	ncbi:526055,gbif:8303526	|		|		|	
767997	|	768001	|	Tiarocarpus neubaueri	|	species	|	ncbi:526057	|		|		|	
767995	|	768001	|	Tiarocarpus hymenostephanus	|	species	|	ncbi:526056	|		|		|	
991883	|	627940	|	Cynara	|	genus	|	ncbi:4264,gbif:3112344	|		|		|	
575507	|	991883	|	Cynara cyrenaica	|	species	|	ncbi:297474	|		|		|	
13131	|	991883	|	Cynara syriaca	|	species	|	ncbi:143196	|		|		|	
575520	|	991883	|	Cynara algarbiensis	|	species	|	ncbi:297473	|		|		|	
122247	|	991883	|	Cynara humilis	|	species	|	ncbi:41561	|		|		|	
