id	size	name	sourceinfo	reason	witness	replacement	status
3899887	1	Silphium glutinosum	gbif:3092581	id-retired/name-retired		*		
3898557	1	Symphyotrichum hallii	gbif:3151419	id-retired/name-retired		*		
3898554	1	Symphyotrichum defoliatum	gbif:3151596	id-retired/name-retired		*		
3897224	1	Hieracium argospathum	gbif:4234779	id-retired/name-retired		*		
3899885	1	Silphium perplexum	gbif:3092584	id-retired/name-retired		*		
3898555	1	Symphyotrichum rhiannon	gbif:4236722	id-retired/name-retired		*		
3897227	1	Hieracium ciuriwkae	gbif:3136012	id-retired/name-retired		*		
3898558	1	Symphyotrichum woldenii	gbif:3151645	id-retired/name-retired		*		
3897228	1	Hieracium bertisceum	gbif:4232556	id-retired/name-retired		*		
3899889	1	Helianthella parryi	gbif:5400890	id-retired/name-retired		*		
3898559	1	Symphyotrichum grandiflorum	gbif:3151722	id-retired/name-retired		*		
4728155	1	Uechtritzia armena	gbif:3122084	id-retired/name-retired		*		
3898507	1	Chrysopsis latisquamea	gbif:5385910	id-retired/name-retired		*		
3899838	1	Ambrosia intergradiens	gbif:3110604	id-retired/name-retired		*		
3898508	1	Doellingeria sericocarpoides	gbif:3148242	id-retired/name-retired		*		
4728159	2	Cymbolaena	gbif:3093412	lumped		422640		
3898501	1	Chrysopsis floridana	gbif:5385919	id-retired/name-retired		*		
3899832	1	Ambrosia hispida	gbif:3110680	id-retired/name-retired		*		
3898502	1	Chrysopsis scabrella	gbif:5385913	id-retired/name-retired		*		
3899831	1	Ambrosia cheiranthifolia	gbif:3110667	id-retired/name-retired		*		
3899830	1	Ambrosia bidentata	gbif:3110685	id-retired/name-retired		*		
3898500	1	Chaetopappa bellidifolia	gbif:3140929	id-retired/name-retired		*		
3899837	1	Ambrosia grayi	gbif:3110651	id-retired/name-retired		*		
3898505	1	Chrysopsis lanuginosa	gbif:5385917	id-retired/name-retired		*		
4728152	1	Ogcerostylis	gbif:4893439	id-retired/name-retired		*		
3899836	1	Ambrosia tomentosa	gbif:3110615	id-retired/name-retired		*		
3898506	1	Chrysopsis subulata	gbif:5385915	id-retired/name-retired		*		
3899835	1	Ambrosia confertiflora	gbif:3110654	id-retired/name-retired		*		
3898503	1	Chrysopsis godfreyi	gbif:5385912	id-retired/name-retired		*		
4728145	1	Cacalia pilgerana	gbif:7337002	id-retired/name-retired		*		
3899829	1	Ambrosia ilicifolia	gbif:3110622	id-retired/name-retired		*		
3899828	1	Ambrosia chamissonis	gbif:3110718	id-retired/name-retired		*		
3899827	1	Ambrosia dumosa	gbif:3110634	id-retired/name-retired		*		
4728146	1	Kegelia	gbif:3091425	id-retired/name-retired		*		
3899822	1	Ambrosia helenae	gbif:3110625	id-retired/name-retired		*		
3899821	1	Ambrosia linearis	gbif:3110641	id-retired/name-retired		*		
3899820	1	Helianthus praetermissus	gbif:3119140	id-retired/name-retired		*		
3899826	1	Ambrosia eriocentra	gbif:3110691	id-retired/name-retired		*		
3899825	1	Ambrosia chenopodiifolia	gbif:3110648	id-retired/name-retired		*		
3899824	1	Ambrosia cordifolia	gbif:3110694	id-retired/name-retired		*		
4728143	1	Cladochaeta candidissima	gbif:5391519	id-retired/name-retired		*		
3899823	1	Ambrosia acanthicarpa	gbif:3110626	id-retired/name-retired		*		
4728142	2	Cladochaeta	gbif:3104927	newly-hidden[barren]	Cladochaeta	=		
4728134	1	Euphrosyne partheniifolia	gbif:5701156	id-retired/name-retired		*		
4728133	1	Euphrosyne partheniifolium	gbif:5929446	id-retired/name-retired		*		
3898529	1	Symphyotrichum robynsianum	gbif:3151628	id-retired/name-retired		*		
3899855	1	Verbesina dissita	gbif:3148061	id-retired/name-retired		*		
3898523	1	Symphyotrichum batesii	gbif:3151556	id-retired/name-retired		*		
3899854	1	Verbesina sphaero-cephala	gbif:7338803	id-retired/name-retired		*		
3898524	1	Symphyotrichum parviflorum	gbif:3151702	id-retired/name-retired		*		
3899853	1	Verbesina aristata	gbif:3148100	id-retired/name-retired		*		
3898521	1	Sericocarpus linifolius	gbif:3088834	id-retired/name-retired		*		
3899852	1	Verbesina nana	gbif:3148175	id-retired/name-retired		*		
3898522	1	Sericocarpus rigidus	gbif:3088831	id-retired/name-retired		*		
3899859	1	Verbesina chapmanii	gbif:3147893	id-retired/name-retired		*		
3898527	1	Symphyotrichum patulum	gbif:3151736	id-retired/name-retired		*		
4728130	1	Schlagintweitia chamaepicris	gbif:3115485	id-retired/name-retired		*		
3898528	1	Symphyotrichum schistosum	gbif:3151734	id-retired/name-retired		*		
3899857	1	Verbesina encelioides	gbif:3147913	id-retired/name-retired		*		
3898525	1	Symphyotrichum tardiflorum	gbif:3151588	id-retired/name-retired		*		
4728132	3	Euphrosyne	gbif:3099628	newly-hidden[barren]	Euphrosyne	=		
3899856	1	Verbesina rothrockii	gbif:3147960	id-retired/name-retired		*		
3898526	1	Symphyotrichum simmondsii	gbif:3151585	id-retired/name-retired		*		
3899840	1	Ambrosia canescens	gbif:3110613	id-retired/name-retired		*		
761940	72	Sonchus	ncbi:50190,gbif:3105646	lumped		212025		
761944	1	Sonchus canariensis	ncbi:50196,gbif:3105785	lumped		451166		
3898518	1	Astranthium ciliatum	gbif:3119961	id-retired/name-retired		*		
3899849	1	Verbesina oreophila	gbif:3147963	id-retired/name-retired		*		
3898519	1	Sericocarpus oregonensis	gbif:3088843	id-retired/name-retired		*		
735681	2	Kirkianella	ncbi:43193	lumped		212025		
4728127	3	Schlagintweitia	gbif:3115481	newly-hidden[barren]	Schlagintweitia	=		
4728128	1	Schlagintweitia huteri	gbif:3115488	id-retired/name-retired		*		
735685	2	Lactucosonchus	ncbi:43196	lumped		212025		
3898512	1	Pentachaeta alsinoides	gbif:5394833	id-retired/name-retired		*		
3899843	1	Verbesina longifolia	gbif:3148019	id-retired/name-retired		*		
3898513	1	Pentachaeta bellidiflora	gbif:5394835	id-retired/name-retired		*		
3898510	1	Euthamia gymnospermoides	gbif:3092813	id-retired/name-retired		*		
735684	2	Embergeria	ncbi:43191	lumped		212025		
3899841	1	Ambrosia pumila	gbif:3110581	id-retired/name-retired		*		
3898511	1	Pentachaeta fragilis	gbif:5394836	id-retired/name-retired		*		
3899848	1	Verbesina hastata	gbif:3147856	id-retired/name-retired		*		
3898516	1	Aphanostephus riddellii	gbif:3092715	id-retired/name-retired		*		
3899847	1	Verbesina walteri	gbif:3148013	id-retired/name-retired		*		
3899846	1	Verbesina howardiana	gbif:3148171	id-retired/name-retired		*		
3898514	1	Monoptilon bellidiforme	gbif:3101324	id-retired/name-retired		*		
4728121	1	Dubius	gbif:4578941	id-retired/name-retired		*		
3899845	1	Verbesina heterophylla	gbif:3147865	id-retired/name-retired		*		
3898515	1	Aphanostephus pilosus	gbif:3092712	id-retired/name-retired		*		
3897294	1	Hieracium praelongum	gbif:3135124	id-retired/name-retired		*		
3897295	1	Hieracium livescentiforme	gbif:3135123	id-retired/name-retired		*		
3897292	1	Hieracium astibes	gbif:3136628	id-retired/name-retired		*		
3897293	1	Hieracium monczecola	gbif:3135121	id-retired/name-retired		*		
3897298	1	Hieracium stenopiforme	gbif:3135751	id-retired/name-retired		*		
3897299	1	Hieracium inconspicuissimum	gbif:3135754	id-retired/name-retired		*		
3897296	1	Hieracium subpamphili	gbif:4241222	id-retired/name-retired		*		
3897297	1	Hieracium osiliae	gbif:3135750	id-retired/name-retired		*		
3897291	1	Hieracium eremnocephalum	gbif:3135122	id-retired/name-retired		*		
3897284	1	Hieracium jubaticeps	gbif:4214351	id-retired/name-retired		*		
3897281	1	Hieracium semicreperum	gbif:4244587	id-retired/name-retired		*		
3897282	1	Hieracium barbulare	gbif:4233031	id-retired/name-retired		*		
3897287	1	Hieracium melanochlorocephalum	gbif:6295492	id-retired/name-retired		*		
3897288	1	Hieracium niveolimbatum	gbif:3135128	id-retired/name-retired		*		
3897285	1	Hieracium rhabdoides	gbif:3136173	id-retired/name-retired		*		
3897289	1	Hieracium praetenerum	gbif:3135399	id-retired/name-retired		*		
3898581	1	Erigeron bilbaoanus	gbif:3146589	id-retired/name-retired		*		
3897251	1	Hieracium pseudogelertii	gbif:6295464	id-retired/name-retired		*		
3898582	1	Erigeron modestus	gbif:3146946	id-retired/name-retired		*		
3898580	1	Erigeron mancus	gbif:3146973	id-retired/name-retired		*		
3897254	1	Hieracium phrixocomum	gbif:3135874	id-retired/name-retired		*		
3897255	1	Hieracium oxygonium	gbif:3135871	id-retired/name-retired		*		
3898586	1	Erigeron pulchellum	gbif:7336328	id-retired/name-retired		*		
3897252	1	Hieracium aguilellae	gbif:4236848	id-retired/name-retired		*		
3898583	1	Erigeron tracyi	gbif:3146862	id-retired/name-retired		*		
3897253	1	Hieracium czunense	gbif:3135877	id-retired/name-retired		*		
3898589	1	Erigeron gouanii	gbif:3146798	id-retired/name-retired		*		
3897259	1	Hieracium expallidum	gbif:3136546	id-retired/name-retired		*		
3897256	1	Hieracium fellmanii	gbif:3135594	id-retired/name-retired		*		
3898587	1	Erigeron mariposanus	gbif:3146935	id-retired/name-retired		*		
3897257	1	Hieracium cavallense	gbif:4229375	id-retired/name-retired		*		
3898588	1	Erigeron schleicheri	gbif:3146936	id-retired/name-retired		*		
3898570	1	Erigeron miser	gbif:3146978	id-retired/name-retired		*		
3897240	1	Hieracium atrellum	gbif:3135365	id-retired/name-retired		*		
3898571	1	Erigeron neglectus	gbif:3146974	id-retired/name-retired		*		
3897243	1	Hieracium acrogymnon	gbif:3135789	id-retired/name-retired		*		
3898574	1	Erigeron denalii	gbif:3147390	id-retired/name-retired		*		
3897244	1	Hieracium aepymetes	gbif:4237040	id-retired/name-retired		*		
3898575	1	Erigeron rybius	gbif:3147210	id-retired/name-retired		*		
3897241	1	Hieracium kintyricum	gbif:4213537	id-retired/name-retired		*		
3898572	1	Erigeron paolii	gbif:3146816	id-retired/name-retired		*		
3897242	1	Hieracium pallescentifrons	gbif:3135364	id-retired/name-retired		*		
3898573	1	Erigeron rydbergii	gbif:3147248	id-retired/name-retired		*		
3898578	1	Erigeron oxyphyllus	gbif:3146812	id-retired/name-retired		*		
3897248	1	Hieracium bracchiatum	gbif:7337474	id-retired/name-retired		*		
3898579	1	Erigeron eatoni	gbif:7336627	id-retired/name-retired		*		
3898576	1	Erigeron salmonensis	gbif:3146972	id-retired/name-retired		*		
3897246	1	Hieracium hangvarense	gbif:4217746	id-retired/name-retired		*		
3897272	1	Hieracium lasiophyton	gbif:3136379	id-retired/name-retired		*		
3897273	1	Hieracium notense	gbif:3136437	id-retired/name-retired		*		
3897270	1	Hieracium gomezianum	gbif:4218671	id-retired/name-retired		*		
3897276	1	Hieracium globosiflorum	gbif:3135758	id-retired/name-retired		*		
3897274	1	Hieracium subglobosum	gbif:4241658	id-retired/name-retired		*		
3897275	1	Hieracium barduliense	gbif:4233016	id-retired/name-retired		*		
3897278	1	Hieracium heteradenum	gbif:4217373	id-retired/name-retired		*		
3897279	1	Hieracium acinacifolium	gbif:3135752	id-retired/name-retired		*		
3897261	1	Hieracium ravusculum	gbif:3135591	id-retired/name-retired		*		
3898592	1	Erigeron ivifolius	gbif:3147155	id-retired/name-retired		*		
3897262	1	Hieracium fratrum	gbif:3135590	id-retired/name-retired		*		
3898593	1	Erigeron karvinskianum	gbif:7336516	id-retired/name-retired		*		
3898590	1	Erigeron bigelovii	gbif:3146930	id-retired/name-retired		*		
3897260	1	Hieracium odontophyllum	gbif:3135595	id-retired/name-retired		*		
3898591	1	Erigeron maniopotamicus	gbif:3147158	id-retired/name-retired		*		
3898596	1	Erigeron lechleri	gbif:3146991	id-retired/name-retired		*		
3897266	1	Hieracium reayense	gbif:3135125	id-retired/name-retired		*		
3898597	1	Erigeron vicinus	gbif:3147244	id-retired/name-retired		*		
3898594	1	Erigeron cavernensis	gbif:3147079	id-retired/name-retired		*		
3897264	1	Hieracium gnilagredae	gbif:4218720	id-retired/name-retired		*		
3897269	1	Hieracium neomalyi	gbif:4206612	id-retired/name-retired		*		
3897267	1	Hieracium altipes	gbif:3135126	id-retired/name-retired		*		
3898598	1	Erigeron saxatilis	gbif:3147245	id-retired/name-retired		*		
3897268	1	Hieracium losae	gbif:4210161	id-retired/name-retired		*		
3898599	1	Erigeron peregrinus	gbif:3147233	lumped		90405		
637020	1	Nidorella polycephala	ncbi:382027	newly-hidden[incertae_sedis_inherited]	Nidorella	=		
637038	3	Madagaster	ncbi:382023,gbif:3099213	newly-hidden[incertae_sedis]	Madagaster	=		
3897094	1	Hieracium tavense	gbif:3136337	id-retired/name-retired		*		
3897095	1	Hieracium jordanii	gbif:3136542	id-retired/name-retired		*		
3897098	1	Hieracium faurelianum	gbif:3135080	id-retired/name-retired		*		
3897099	1	Hieracium pratorum-tivi	gbif:4250129	id-retired/name-retired		*		
3897093	1	Hieracium nigrocephalum	gbif:4206176	id-retired/name-retired		*		
3897090	1	Hieracium zelenaglavense	gbif:4235501	id-retired/name-retired		*		
3897091	1	Hieracium mutilatum	gbif:3136799	id-retired/name-retired		*		
3897085	1	Hieracium subcompositum	gbif:3136797	id-retired/name-retired		*		
3897086	1	Hieracium pahnschii	gbif:3136094	id-retired/name-retired		*		
3897083	1	Hieracium globiceps	gbif:3136792	id-retired/name-retired		*		
3897084	1	Hieracium constans	gbif:3136793	id-retired/name-retired		*		
3897089	1	Hieracium axaticum	gbif:4233356	id-retired/name-retired		*		
3897087	1	Hieracium subprasinifolium	gbif:4241080	id-retired/name-retired		*		
3897088	1	Hieracium subprolatescens	gbif:4241068	id-retired/name-retired		*		
3897081	1	Hieracium mariae	gbif:4208947	id-retired/name-retired		*		
3897082	1	Hieracium sexangulare	gbif:3136701	id-retired/name-retired		*		
3897080	1	Hieracium kupfferi	gbif:3135950	id-retired/name-retired		*		
4728070	1	Solenotheca	gbif:3087071	id-retired/name-retired		*		
4728073	1	Parthenites	gbif:4896707	id-retired/name-retired		*		
4728076	1	Hesperodoria	gbif:3139031	lumped		19541		
4728069	1	Monopholis	gbif:3087077	lumped		250385		
4728058	1	Platycheilis	gbif:4909420	id-retired/name-retired		*		
4728054	1	Metastevia	gbif:3095741	lumped		792617		
4728041	1	Fingalia	gbif:3092115	id-retired/name-retired		*		
4728044	1	Hopkirkia	gbif:5394904	id-retired/name-retired		*		
4728097	1	Piptocoma acevedoi	gbif:3122131	id-retired/name-retired		*		
4728096	3	Piptocoma	gbif:3122102	newly-hidden[barren]	Piptocoma	=		
4728098	1	Piptocoma antillana	gbif:3122115	id-retired/name-retired		*		
3898420	1	Vernonia recurva	gbif:5397858	id-retired/name-retired		*		
3899752	1	Perityle quinqueflora	gbif:3146463	id-retired/name-retired		*		
3898421	1	Vernonia rufo-papposa	gbif:7338013	id-retired/name-retired		*		
3899751	1	Perityle coronopifolia	gbif:3146370	id-retired/name-retired		*		
3899750	1	Perityle specuicola	gbif:3146462	id-retired/name-retired		*		
3899756	1	Perityle parryi	gbif:3146377	id-retired/name-retired		*		
3899755	1	Perityle vitreomontana	gbif:3146393	id-retired/name-retired		*		
3898425	1	Olearia allomii	gbif:5405174	id-retired/name-retired		*		
3898422	1	Vernonia illinoensis	gbif:5397491	id-retired/name-retired		*		
3899754	1	Perityle tenella	gbif:3146399	id-retired/name-retired		*		
3898423	1	Vernonia larseniae	gbif:5397651	id-retired/name-retired		*		
3899753	1	Perityle rupestris	gbif:3146460	id-retired/name-retired		*		
3898428	1	Olearia ilicifolia	gbif:5405049	id-retired/name-retired		*		
3899759	1	Perityle intricata	gbif:3146418	id-retired/name-retired		*		
3899758	1	Perityle bisetosa	gbif:3146372	id-retired/name-retired		*		
3899757	1	Perityle californica	gbif:3146383	id-retired/name-retired		*		
3898427	1	Olearia macrodonta	gbif:5405000	id-retired/name-retired		*		
3899741	1	Perityle microglossa	gbif:3146450	id-retired/name-retired		*		
3899740	1	Perityle gilensis	gbif:3146453	id-retired/name-retired		*		
3898419	1	Vernonia megapotomica	gbif:7338250	id-retired/name-retired		*		
3899745	1	Perityle aglossa	gbif:3146391	id-retired/name-retired		*		
3899744	1	Perityle lemmonii	gbif:3146363	id-retired/name-retired		*		
3898411	1	Vernonia violaceopapposa	gbif:7337830	id-retired/name-retired		*		
3899743	1	Perityle saxicola	gbif:3146361	id-retired/name-retired		*		
3898412	1	Vernonia lettermannii	gbif:5396937	id-retired/name-retired		*		
3898417	1	Vernonia peralta	gbif:5396869	id-retired/name-retired		*		
3899749	1	Perityle inyoensis	gbif:3146444	id-retired/name-retired		*		
3898418	1	Vernonia peninsularis	gbif:7338137	id-retired/name-retired		*		
3899748	1	Perityle turneri	gbif:3146442	id-retired/name-retired		*		
3898415	1	Vernonia steetzu	gbif:7337932	id-retired/name-retired		*		
3899747	1	Perityle staurophylla	gbif:3146380	id-retired/name-retired		*		
3898416	1	Vernonia guadalupensis	gbif:5397139	id-retired/name-retired		*		
3899746	1	Perityle fosteri	gbif:3146366	id-retired/name-retired		*		
3897111	1	Hieracium ochthophilum	gbif:4255565	id-retired/name-retired		*		
3898442	1	Grindelia ruficaulis	gbif:7336535	id-retired/name-retired		*		
3899773	1	Melanthera lavarum	gbif:3092396	id-retired/name-retired		*		
3898443	1	Ericameria arizonica	gbif:3102930	id-retired/name-retired		*		
3899772	1	Melanthera subcordata	gbif:3092323	id-retired/name-retired		*		
3898440	1	Croptilon hookerianum	gbif:3139625	id-retired/name-retired		*		
3897110	1	Hieracium lingelsheimii	gbif:3135353	id-retired/name-retired		*		
3899771	1	Melanthera angustifolia	gbif:3092313	id-retired/name-retired		*		
3898441	1	Grindelia microcephala	gbif:3146319	id-retired/name-retired		*		
3898446	1	Ericameria bolanderi	gbif:3103026	id-retired/name-retired		*		
3898447	1	Ericameria uintahensis	gbif:3103000	id-retired/name-retired		*		
3899775	1	Melanthera parvifolia	gbif:3092269	id-retired/name-retired		*		
3898445	1	Ericameria winwardii	gbif:3102974	id-retired/name-retired		*		
3897117	1	Hieracium elevatum	gbif:3136122	id-retired/name-retired		*		
3898448	1	Ericameria viscosa	gbif:3102923	id-retired/name-retired		*		
3897118	1	Hieracium orbolense	gbif:3136360	id-retired/name-retired		*		
3899779	1	Melanthera tenuis	gbif:3092403	id-retired/name-retired		*		
3898449	1	Ericameria linearis	gbif:3103032	id-retired/name-retired		*		
3897100	1	Hieracium rivale	gbif:3135081	id-retired/name-retired		*		
3899763	1	Perityle villosa	gbif:3146406	id-retired/name-retired		*		
3898431	1	Ionactis stenomeres	gbif:3119903	id-retired/name-retired		*		
3899762	1	Perityle cernua	gbif:3146423	id-retired/name-retired		*		
3898432	1	Ionactis elegans	gbif:3119906	id-retired/name-retired		*		
3899761	1	Perityle congesta	gbif:3146359	id-retired/name-retired		*		
3899760	1	Perityle huecoensis	gbif:3146385	id-retired/name-retired		*		
3898430	1	Ionactis caelestis	gbif:3119905	id-retired/name-retired		*		
3897104	1	Hieracium phaeochristum	gbif:4252288	id-retired/name-retired		*		
3899767	1	Encelia virginiensis	gbif:7337015	id-retired/name-retired		*		
3898435	1	Amphiachyris amoena	gbif:3110046	id-retired/name-retired		*		
3897105	1	Hieracium praviforme	gbif:4250121	id-retired/name-retired		*		
3899766	1	Perityle ajoensis	gbif:3146358	id-retired/name-retired		*		
3898436	1	Stenotus borealis	gbif:5702311	id-retired/name-retired		*		
3897102	1	Hieracium elaeochlorum	gbif:3135086	id-retired/name-retired		*		
3899765	1	Perityle cinerea	gbif:3146414	id-retired/name-retired		*		
3898433	1	Ionactis alpina	gbif:3119891	id-retired/name-retired		*		
3899764	1	Perityle gracilis	gbif:3146409	id-retired/name-retired		*		
3898439	1	Xanthisma junceum	gbif:3150505	id-retired/name-retired		*		
3897106	1	Hieracium diremtum	gbif:3136601	id-retired/name-retired		*		
3898437	1	Xylorhiza cognata	gbif:5396068	id-retired/name-retired		*		
3897107	1	Hieracium homochroum	gbif:3136162	id-retired/name-retired		*		
3899768	1	Encelia scaposa	gbif:3118759	id-retired/name-retired		*		
3898438	1	Xanthisma gypsophilum	gbif:3150452	id-retired/name-retired		*		
3899719	1	Bidens heterodoxa	gbif:5391685	id-retired/name-retired		*		
3899718	1	Bidens bidentoides	gbif:5392137	id-retired/name-retired		*		
3899712	1	Bidens camporum	gbif:5391769	id-retired/name-retired		*		
3899711	1	Bidens vulgata	gbif:5391810	id-retired/name-retired		*		
3899715	1	Bidens bipinnatus	gbif:6077766	lumped		3899696		
3899714	1	Bidens cernuus	gbif:6077767	lumped		86785		
3899713	1	Bidens discoideus	gbif:6077769	lumped		3899706		
4728032	1	Baccharites	gbif:4908517	id-retired/name-retired		*		
3899709	1	Bidens heterosperma	gbif:5391767	id-retired/name-retired		*		
3899708	1	Bidens aristosa	gbif:5391901	lumped		3899687		
4728025	1	Bileveillea	gbif:3126393	id-retired/name-retired		*		
4728028	1	Glaziovanthus	gbif:7337231	id-retired/name-retired		*		
3899701	1	Bidens anomalus	gbif:5392063	id-retired/name-retired		*		
3899700	1	Bidens vulgatus	gbif:5700249	id-retired/name-retired		*		
4728020	1	Wulffia	gbif:3145144	lumped		148187		
3899703	1	Bidens tenuisecta	gbif:5392168	id-retired/name-retired		*		
3899702	2	Bidens frondosus	gbif:6077759	lumped		86774		
4728021	1	Cosmea	gbif:3141000	id-retired/name-retired		*		
3899730	1	Thelesperma simplicifolium	gbif:3095908	id-retired/name-retired		*		
4728012	1	Avellara fistulosa	gbif:3114929	id-retired/name-retired		*		
3898408	1	Vernonia concinna	gbif:5396666	id-retired/name-retired		*		
3898409	1	Vernonia arkansana	gbif:5396835	id-retired/name-retired		*		
3899739	1	Perityle vaseyi	gbif:3146452	id-retired/name-retired		*		
4728018	1	Cypselites	gbif:4907783	id-retired/name-retired		*		
3898402	1	Vernonia pulchella	gbif:5397691	id-retired/name-retired		*		
3899734	1	Perityle ciliata	gbif:3146458	id-retired/name-retired		*		
3898403	1	Vernonia vulturina	gbif:5397126	id-retired/name-retired		*		
3899733	1	Thelesperma nuecense	gbif:3095906	id-retired/name-retired		*		
3899732	1	Thelesperma burridgeanum	gbif:3095923	id-retired/name-retired		*		
3899731	1	Thelesperma flavodiscum	gbif:3095911	id-retired/name-retired		*		
3898406	1	Vernonia lindheimeri	gbif:5396599	id-retired/name-retired		*		
3899738	1	Perityle angustifolia	gbif:3146420	id-retired/name-retired		*		
3899737	1	Perityle stansburyi	gbif:3146455	id-retired/name-retired		*		
3898404	1	Vernonia dissimilis	gbif:5396899	id-retired/name-retired		*		
3899736	1	Perityle ambrosiifolia	gbif:3146454	id-retired/name-retired		*		
4728011	2	Avellara	gbif:3114928	newly-hidden[barren]	Avellara	=		
3898405	1	Vernonia georgiana	gbif:5397120	id-retired/name-retired		*		
3899735	1	Perityle warnockii	gbif:3146457	id-retired/name-retired		*		
4728009	1	Kuhniodes	gbif:4900521	id-retired/name-retired		*		
4728002	1	Malperia tenuis	gbif:3093223	id-retired/name-retired		*		
4728001	2	Malperia	gbif:3093222	newly-hidden[barren]	Malperia	=		
3899729	1	Heterosperma xantii	gbif:7337969	id-retired/name-retired		*		
3899723	1	Cosmos sulfureus	gbif:6135759	id-retired/name-retired		*		
3899722	1	Bidens eatonii	gbif:5391680	id-retired/name-retired		*		
3899721	1	Bidens bigelovii	gbif:5391681	id-retired/name-retired		*		
3899720	1	Bidens connata	gbif:5392083	lumped		3899707		
3899727	1	Coreopsis atkinsiana	gbif:3133936	id-retired/name-retired		*		
3899724	1	Cosmos parviflorus	gbif:3098939	id-retired/name-retired		*		
3897174	1	Hieracium tersundagense	gbif:4239484	id-retired/name-retired		*		
3897177	1	Hieracium chalasinense	gbif:4229021	id-retired/name-retired		*		
3897175	1	Hieracium adenophyton	gbif:3135156	id-retired/name-retired		*		
3897176	1	Hieracium chaixianum	gbif:4229027	id-retired/name-retired		*		
3897170	1	Hieracium berganum	gbif:3135879	id-retired/name-retired		*		
3897179	1	Hieracium pseudoscardicum	gbif:6077817	id-retired/name-retired		*		
3897162	1	Hieracium dolabratum	gbif:3135044	id-retired/name-retired		*		
3898493	1	Boltonia lautureana	gbif:5393590	id-retired/name-retired		*		
3897163	1	Hieracium elongatifolium	gbif:4223540	id-retired/name-retired		*		
3898494	1	Boltonia caroliniana	gbif:5393591	id-retired/name-retired		*		
3897160	1	Hieracium albidulum	gbif:3135903	id-retired/name-retired		*		
3898491	1	Oonopsis foliosa	gbif:3092028	id-retired/name-retired		*		
3897161	1	Hieracium praelongipes	gbif:3135902	id-retired/name-retired		*		
3898492	1	Boltonia decurrens	gbif:5393595	id-retired/name-retired		*		
3897166	1	Hieracium pseudopalmenii	gbif:3135049	id-retired/name-retired		*		
3898497	1	Chaetopappa parryi	gbif:3140955	id-retired/name-retired		*		
3897167	1	Hieracium turbidum	gbif:3135905	id-retired/name-retired		*		
3898498	1	Chaetopappa hersheyi	gbif:3140940	id-retired/name-retired		*		
3897164	1	Hieracium hozense	gbif:4216713	id-retired/name-retired		*		
3898495	1	Boltonia apalachicolensis	gbif:5393594	id-retired/name-retired		*		
3897165	1	Hieracium rigidiceps	gbif:4246729	id-retired/name-retired		*		
3898496	1	Chaetopappa imberbis	gbif:3140933	id-retired/name-retired		*		
3898490	1	Oonopsis multicaulis	gbif:3092033	id-retired/name-retired		*		
916915	1	Crocodylium creticum	ncbi:313520	lumped		914194		
3897168	1	Hieracium boreoanglicum	gbif:4231928	id-retired/name-retired		*		
3898499	1	Chaetopappa asteroides	gbif:3140941	id-retired/name-retired		*		
3897169	1	Hieracium grossicephalum	gbif:4218075	id-retired/name-retired		*		
3897195	1	Hieracium plisivicae	gbif:6080732	id-retired/name-retired		*		
3897196	1	Hieracium orthopodum	gbif:3135386	id-retired/name-retired		*		
3897193	1	Hieracium subgracilentipes	gbif:3135507	id-retired/name-retired		*		
3897194	1	Hieracium rapunculoidiforme	gbif:3135387	id-retired/name-retired		*		
3897199	1	Hieracium lecanodes	gbif:3136431	id-retired/name-retired		*		
3897197	1	Hieracium grovesii	gbif:4218052	id-retired/name-retired		*		
3897198	1	Hieracium dowardense	gbif:4224004	id-retired/name-retired		*		
3897191	1	Hieracium stenomischum	gbif:3136101	id-retired/name-retired		*		
3897192	1	Hieracium hirsuticaule	gbif:3135382	id-retired/name-retired		*		
3897190	2	Hieracium sonchoides	gbif:3136102	id-retired/name-retired		*		
916916	1	Crocodylium syriacum	ncbi:313521	lumped		391024		
3897184	1	Hieracium derivatum	gbif:3136009	id-retired/name-retired		*		
3897185	1	Hieracium deganwyense	gbif:4225273	id-retired/name-retired		*		
3897182	1	Hieracium filarszkyi	gbif:4221282	id-retired/name-retired		*		
3897183	1	Hieracium detruncatum	gbif:3135840	id-retired/name-retired		*		
3897188	1	Hieracium ebudicum	gbif:4223827	id-retired/name-retired		*		
3897189	1	Hieracium stenocranoides	gbif:4242951	id-retired/name-retired		*		
3897180	1	Hieracium semicurvatum	gbif:3135849	id-retired/name-retired		*		
3899792	1	Rudbeckia drummondii	gbif:5705411	id-retired/name-retired		*		
3898460	1	Hazardia stenolepis	gbif:5389277	id-retired/name-retired		*		
3898461	1	Hazardia squarrosus	gbif:7339026	lumped		19530		
3897133	1	Hieracium parnassi	gbif:3135925	id-retired/name-retired		*		
3898464	1	Heterotheca sessiliflora	gbif:5401998	id-retired/name-retired		*		
3897134	1	Hieracium argutifolium	gbif:4234767	id-retired/name-retired		*		
3899795	1	Parthenium confertum	gbif:3086797	id-retired/name-retired		*		
3898465	1	Heterotheca canescens	gbif:5401993	id-retired/name-retired		*		
3897131	1	Hieracium lazistanum	gbif:3135926	id-retired/name-retired		*		
3898462	1	Heterotheca shevockii	gbif:5401979	id-retired/name-retired		*		
3897132	1	Hieracium rosulatum	gbif:4246490	id-retired/name-retired		*		
3899793	1	Rudbeckia montana	gbif:3114242	id-retired/name-retired		*		
