id	size	name	sourceinfo	reason	witness	replacement	status
3897896	1	Hieracium ovaliceps	gbif:3135865	id-retired/name-retired		*		
3895233	1	Taraxacum laciniosum	gbif:5394138	id-retired/name-retired		*		
3896564	1	Taraxacum sarcophyllum	gbif:5695537	id-retired/name-retired		*		
3897897	1	Hieracium praecipuum	gbif:3135655	id-retired/name-retired		*		
3895232	1	Taraxacum morulum	gbif:5696959	id-retired/name-retired		*		
3896563	1	Taraxacum galbaniforme	gbif:5698149	id-retired/name-retired		*		
3897894	1	Hieracium cruciatum	gbif:3135863	id-retired/name-retired		*		
3896566	1	Taraxacum brevilobum	gbif:5698946	id-retired/name-retired		*		
3897895	1	Hieracium alphostictum	gbif:3135657	id-retired/name-retired		*		
3895234	1	Taraxacum mosciense	gbif:5696956	id-retired/name-retired		*		
3896565	1	Taraxacum sardomontanum	gbif:5695534	id-retired/name-retired		*		
3895237	1	Taraxacum monochroum	gbif:5696975	id-retired/name-retired		*		
3896568	1	Taraxacum luteolum	gbif:5697218	id-retired/name-retired		*		
3896567	1	Taraxacum fulvicarpum	gbif:5698175	id-retired/name-retired		*		
3895236	1	Taraxacum monotropum	gbif:5696974	id-retired/name-retired		*		
3897898	1	Hieracium subaquilonare	gbif:3135867	id-retired/name-retired		*		
3895239	1	Taraxacum indivisum	gbif:5697698	id-retired/name-retired		*		
3897899	1	Hieracium litorale	gbif:3135864	id-retired/name-retired		*		
3895238	1	Taraxacum dentex	gbif:5698571	id-retired/name-retired		*		
3896569	1	Taraxacum subborgvallii	gbif:5695128	id-retired/name-retired		*		
3897881	1	Hieracium sanguineum	gbif:3136671	id-retired/name-retired		*		
3897882	1	Hieracium cravoniense	gbif:3135820	id-retired/name-retired		*		
3896551	1	Taraxacum cornutum	gbif:5698686	id-retired/name-retired		*		
3895220	1	Taraxacum pycnoforme	gbif:5695870	id-retired/name-retired		*		
3897880	1	Hieracium dedovii	gbif:3135821	id-retired/name-retired		*		
3896550	1	Taraxacum corpulentum	gbif:5698685	id-retired/name-retired		*		
3895229	1	Taraxacum terenodes	gbif:5694850	id-retired/name-retired		*		
3896553	1	Taraxacum serratifrons	gbif:5695377	id-retired/name-retired		*		
3895222	1	Taraxacum concucullatum	gbif:5698715	id-retired/name-retired		*		
3897886	1	Hieracium maranzae	gbif:6063471	id-retired/name-retired		*		
3896552	1	Taraxacum obtusiusculum	gbif:5696766	id-retired/name-retired		*		
3895221	1	Taraxacum concinnum	gbif:5698719	id-retired/name-retired		*		
3897883	1	Hieracium colorhizum	gbif:4227465	id-retired/name-retired		*		
3896555	1	Taraxacum brevihastatum	gbif:5698949	id-retired/name-retired		*		
3895224	1	Taraxacum concolor	gbif:5698716	id-retired/name-retired		*		
3897884	1	Hieracium borsanum	gbif:4231892	id-retired/name-retired		*		
3896554	1	Taraxacum pubicaule	gbif:5695938	id-retired/name-retired		*		
3895223	1	Taraxacum exsertiforme	gbif:5698300	id-retired/name-retired		*		
3897889	1	Hieracium revocantiforme	gbif:3136774	id-retired/name-retired		*		
3896557	1	Taraxacum galeiferum	gbif:5698146	id-retired/name-retired		*		
3895226	1	Taraxacum puolannei	gbif:5695901	id-retired/name-retired		*		
3896556	1	Taraxacum pugiunculum	gbif:5695935	id-retired/name-retired		*		
3895225	1	Taraxacum puniceum	gbif:5695904	id-retired/name-retired		*		
3897887	1	Hieracium grohii	gbif:3135961	id-retired/name-retired		*		
3896559	1	Taraxacum galeipotens	gbif:5698144	id-retired/name-retired		*		
3895228	1	Taraxacum tenuipetiolatum	gbif:5694856	id-retired/name-retired		*		
3897888	1	Hieracium foensianum	gbif:4220664	id-retired/name-retired		*		
3896558	1	Taraxacum pulchellum	gbif:5695931	id-retired/name-retired		*		
3895227	1	Taraxacum confusum	gbif:5394228	id-retired/name-retired		*		
3896580	1	Taraxacum aganophytum	gbif:5699452	id-retired/name-retired		*		
3895251	1	Taraxacum azureum	gbif:5699084	id-retired/name-retired		*		
3896582	1	Taraxacum subhuelphersianum	gbif:5695065	id-retired/name-retired		*		
3896581	1	Taraxacum agaurum	gbif:5699450	id-retired/name-retired		*		
3896584	1	Taraxacum aetheocranum	gbif:5699459	id-retired/name-retired		*		
3895252	1	Taraxacum tropaeatum	gbif:5694778	id-retired/name-retired		*		
3896583	1	Taraxacum aethiops	gbif:5699457	id-retired/name-retired		*		
5264059	2	Brocchia	gbif:3101669	newly-hidden[barren]	Brocchia	=		
5264058	2	Bellidiastrum	gbif:3115144	lumped		409712		
3895255	1	Taraxacum speciosum	gbif:5695266	id-retired/name-retired		*		
3896586	1	Taraxacum aethiopiforme	gbif:5699458	id-retired/name-retired		*		
3896585	1	Taraxacum vulgum	gbif:5394610	id-retired/name-retired		*		
3895254	1	Taraxacum ecmiadzinum	gbif:5394144	id-retired/name-retired		*		
3895257	1	Taraxacum sphaeroidale	gbif:5695260	id-retired/name-retired		*		
3896588	1	Taraxacum calanthum	gbif:5698905	id-retired/name-retired		*		
3896587	1	Taraxacum calamistratum	gbif:5698907	id-retired/name-retired		*		
3895259	1	Taraxacum norvegicum	gbif:5394149	id-retired/name-retired		*		
3896589	1	Taraxacum piceatum	gbif:5394429	id-retired/name-retired		*		
3896571	1	Taraxacum atrimarginatum	gbif:5699136	id-retired/name-retired		*		
3895240	1	Taraxacum caudiferum	gbif:5698826	id-retired/name-retired		*		
3896570	1	Taraxacum atriceps	gbif:5699139	id-retired/name-retired		*		
3896573	1	Taraxacum fulviforme	gbif:5698171	id-retired/name-retired		*		
3895242	1	Taraxacum caudatuliforme	gbif:5698828	id-retired/name-retired		*		
3896572	1	Taraxacum magnoligulatum	gbif:5697151	id-retired/name-retired		*		
3895241	1	Taraxacum horridum	gbif:5697823	id-retired/name-retired		*		
3896575	1	Taraxacum subjurassicum	gbif:5695062	id-retired/name-retired		*		
3895244	1	Taraxacum cenabense	gbif:5698823	id-retired/name-retired		*		
3895243	1	Taraxacum sterneri	gbif:5695167	id-retired/name-retired		*		
3896574	1	Taraxacum fulgidum	gbif:5698178	id-retired/name-retired		*		
3896577	1	Taraxacum copidophyllum	gbif:5394445	id-retired/name-retired		*		
3895246	1	Taraxacum stictophyllum	gbif:5695163	id-retired/name-retired		*		
3896576	1	Taraxacum margettsii	gbif:5697140	id-retired/name-retired		*		
3895245	1	Taraxacum centrotum	gbif:5698822	id-retired/name-retired		*		
3896579	1	Taraxacum euoplocarpum	gbif:5394441	id-retired/name-retired		*		
3895248	1	Taraxacum cyanolepis	gbif:5394574	id-retired/name-retired		*		
3895247	1	Taraxacum hoplites	gbif:5697829	id-retired/name-retired		*		
3896578	1	Taraxacum bakuense	gbif:5394442	id-retired/name-retired		*		
3895249	1	Taraxacum mucroniferum	gbif:5696949	id-retired/name-retired		*		
584638	2	Pteronia camphorata	ncbi:382043	newly-hidden[incertae_sedis_inherited]	Pteronia	=		
584645	1	Pteronia camphorata var. camphorata	ncbi:382044	newly-hidden[incertae_sedis_inherited]	Pteronia	=		
5144257	1	Siebera nana	gbif:5391637	id-retired/name-retired		*		
5144253	1	Carduus argentatus	gbif:3114662	id-retired/name-retired		*		
5144254	1	Carduus litigiosus	gbif:3114610	id-retired/name-retired		*		
5144249	1	Cirsium ferox	gbif:3112738	id-retired/name-retired		*		
5144243	1	Echinops armatus	gbif:5392860	id-retired/name-retired		*		
5144245	1	Onopordum corymbosum	gbif:3094918	id-retired/name-retired		*		
5144279	1	Taraxacum praecox	gbif:5394125	id-retired/name-retired		*		
5144277	1	Hieracium prostratum	gbif:3136597	id-retired/name-retired		*		
5144272	1	Hieracium caniceps	gbif:3135082	id-retired/name-retired		*		
5144273	1	Hieracium lateriflorum	gbif:3135103	id-retired/name-retired		*		
5144274	1	Hieracium brotheri	gbif:3135630	id-retired/name-retired		*		
5144270	1	Hieracium floribundum	ncbi:221186	newly-hidden[hybrid]	Pilosella x floribunda	=		
5144264	1	Centaurea acaulis	gbif:3128245	id-retired/name-retired		*		
5144265	1	Centaurea persica	gbif:3127749	id-retired/name-retired		*		
5144266	1	Psephellus holophyllus	gbif:3127602	id-retired/name-retired		*		
3896407	1	Taraxacum opacum	gbif:5696658	id-retired/name-retired		*		
5144290	1	Chondrilla latifolia	gbif:5403779	id-retired/name-retired		*		
3897737	1	Hieracium wichurae	gbif:4235937	id-retired/name-retired		*		
3896409	1	Taraxacum ptilotoides	gbif:5695942	id-retired/name-retired		*		
5144291	1	Chondrilla acantholepis	gbif:5403822	id-retired/name-retired		*		
3897738	1	Hieracium protenozum	gbif:4249776	id-retired/name-retired		*		
3896408	1	Taraxacum platylobum	gbif:5696317	id-retired/name-retired		*		
3897731	1	Hieracium ceramotum	gbif:3136071	id-retired/name-retired		*		
3897732	1	Hieracium pseudocaesiiforme	gbif:4249339	id-retired/name-retired		*		
3896401	1	Taraxacum luteoviride	gbif:5697216	id-retired/name-retired		*		
3897730	1	Hieracium calcareum	gbif:3135629	id-retired/name-retired		*		
3896400	1	Taraxacum engadinense	gbif:5698391	id-retired/name-retired		*		
3896403	1	Taraxacum lutheri	gbif:5697212	id-retired/name-retired		*		
3897736	1	Hieracium aristidens	gbif:4234644	id-retired/name-retired		*		
3896402	1	Taraxacum luteum	gbif:5697213	id-retired/name-retired		*		
3897733	1	Hieracium rizense	gbif:4246626	id-retired/name-retired		*		
3896405	1	Taraxacum opulentiforme	gbif:5696650	id-retired/name-retired		*		
3897734	1	Hieracium intumescens	gbif:4214939	id-retired/name-retired		*		
3896404	1	Taraxacum oplilobum	gbif:5696654	id-retired/name-retired		*		
5144287	1	Crepis divaricata	gbif:5403325	id-retired/name-retired		*		
318851	2	Lepidophorum	ncbi:133250,gbif:3091324	newly-hidden[incertae_sedis]	Lepidophorum	=		
5144289	1	Tragopogon hybridus	gbif:5386894	id-retired/name-retired		*		
5144282	1	Taraxacum alpestre	gbif:5699397	id-retired/name-retired		*		
5144283	1	Taraxacum marginellum	gbif:5697136	id-retired/name-retired		*		
5144284	1	Taraxacum cuspidatum	gbif:5394576	id-retired/name-retired		*		
3897728	1	Hieracium demetrii	gbif:3135626	id-retired/name-retired		*		
3897729	1	Hieracium taraxacifrons	gbif:4239926	id-retired/name-retired		*		
3897726	1	Hieracium itunense	gbif:4214579	id-retired/name-retired		*		
5144280	1	Taraxacum singulare	gbif:5695309	id-retired/name-retired		*		
3897727	1	Hieracium pseudocaesium	gbif:4249330	id-retired/name-retired		*		
5144281	1	Taraxacum hastatum	gbif:5697909	id-retired/name-retired		*		
3897720	1	Hieracium atriceps	gbif:4233932	id-retired/name-retired		*		
3897721	1	Hieracium corrosifolium	gbif:4226595	id-retired/name-retired		*		
3897724	1	Hieracium baenitzianum	gbif:6078604	id-retired/name-retired		*		
3897725	1	Hieracium exsiliusculum	gbif:3135007	id-retired/name-retired		*		
3897722	1	Hieracium corrensii	gbif:4226597	id-retired/name-retired		*		
3897723	1	Hieracium venticaesum	gbif:4237025	id-retired/name-retired		*		
3897750	1	Hieracium laevimarginatum	gbif:3135460	id-retired/name-retired		*		
3896429	1	Taraxacum oppidanum	gbif:5696653	id-retired/name-retired		*		
3896428	1	Taraxacum brevidentatum	gbif:5698955	id-retired/name-retired		*		
3897759	1	Hieracium akjaurense	gbif:3135973	id-retired/name-retired		*		
3897753	1	Hieracium kuzenevae	gbif:3135465	id-retired/name-retired		*		
3896421	1	Taraxacum brevifloroides	gbif:5698952	id-retired/name-retired		*		
3897754	1	Hieracium sublasiophyllum	gbif:3135664	id-retired/name-retired		*		
3896420	1	Taraxacum boreicola	gbif:5699003	id-retired/name-retired		*		
3897751	1	Hieracium caesitiifolium	gbif:3135464	id-retired/name-retired		*		
3896423	1	Taraxacum breviflorum	gbif:5698951	id-retired/name-retired		*		
3897752	1	Hieracium semichlorellum	gbif:3135665	id-retired/name-retired		*		
3896422	1	Taraxacum cachkadzorum	gbif:5393894	id-retired/name-retired		*		
3897757	1	Hieracium barbulatulum	gbif:3135974	id-retired/name-retired		*		
3896425	1	Taraxacum boldtii	gbif:5699006	id-retired/name-retired		*		
3897758	1	Hieracium beschtaviciforme	gbif:3135669	id-retired/name-retired		*		
3896424	1	Taraxacum pseudolaxum	gbif:5393891	id-retired/name-retired		*		
3897755	1	Hieracium reticulatiforme	gbif:3135667	id-retired/name-retired		*		
3896427	1	Taraxacum ahlneri	gbif:5699445	id-retired/name-retired		*		
3897756	1	Hieracium granvicum	gbif:3135666	id-retired/name-retired		*		
3896426	1	Taraxacum bohemicum	gbif:5699007	id-retired/name-retired		*		
3896418	1	Taraxacum subhirtellum	gbif:5695067	id-retired/name-retired		*		
3896417	1	Taraxacum borgvallii	gbif:5394302	id-retired/name-retired		*		
3897749	1	Hieracium distractifolium	gbif:3135663	id-retired/name-retired		*		
3896419	1	Taraxacum linguicuspis	gbif:5394303	id-retired/name-retired		*		
3897742	1	Hieracium variifolium	gbif:4237255	id-retired/name-retired		*		
3896410	1	Taraxacum pleniceps	gbif:5696310	id-retired/name-retired		*		
3897743	1	Hieracium optimum	gbif:4255047	id-retired/name-retired		*		
3896412	1	Taraxacum platyphyllum	gbif:5696312	id-retired/name-retired		*		
3897741	1	Hieracium apiculatidens	gbif:4235111	id-retired/name-retired		*		
3896411	1	Taraxacum platyphyllinum	gbif:5696314	id-retired/name-retired		*		
3897746	1	Hieracium subfarinaceum	gbif:3136745	id-retired/name-retired		*		
3896414	1	Taraxacum ambrosium	gbif:5699360	id-retired/name-retired		*		
3897747	1	Hieracium tumescens	gbif:3135374	id-retired/name-retired		*		
3896413	1	Taraxacum boreophilum	gbif:5699000	id-retired/name-retired		*		
3897744	1	Hieracium wainioi	gbif:3136746	id-retired/name-retired		*		
3896416	1	Taraxacum trigonolobum	gbif:5393896	id-retired/name-retired		*		
3897745	1	Hieracium peterfii	gbif:4252454	id-retired/name-retired		*		
3896415	1	Taraxacum boreiforme	gbif:5699001	id-retired/name-retired		*		
825126	1	Psiadia glutinosa	ncbi:1225832	newly-hidden[incertae_sedis_inherited]	Psiadia	=		
3897717	1	Hieracium pseudolepistoides	gbif:3135426	id-retired/name-retired		*		
3897718	1	Hieracium kneissaeum	gbif:4213451	id-retired/name-retired		*		
3897715	1	Hieracium oistophyllum	gbif:3135688	id-retired/name-retired		*		
3897716	1	Hieracium acroleucoides	gbif:3135225	id-retired/name-retired		*		
3897719	1	Hieracium trichobrachium	gbif:3135674	id-retired/name-retired		*		
3897710	1	Hieracium caesariatellum	gbif:3135680	id-retired/name-retired		*		
3897714	1	Hieracium protentum	gbif:3135223	id-retired/name-retired		*		
3897711	1	Hieracium britannicum	gbif:3135424	id-retired/name-retired		*		
3897712	1	Hieracium soyerifolium	gbif:3135222	id-retired/name-retired		*		
3897707	1	Hieracium poliudovense	gbif:3136099	id-retired/name-retired		*		
3897704	1	Hieracium obatrescens	gbif:3136091	id-retired/name-retired		*		
3897705	1	Hieracium expansiforme	gbif:3136096	id-retired/name-retired		*		
3897709	1	Hieracium griffithii	gbif:3135685	id-retired/name-retired		*		
3897702	1	Hieracium guentheri	gbif:3136097	id-retired/name-retired		*		
3897703	1	Hieracium mixtibifidum	gbif:4207828	id-retired/name-retired		*		
3897700	1	Hieracium subelatum	gbif:3136095	id-retired/name-retired		*		
3897701	1	Hieracium fontanesianum	gbif:6079212	id-retired/name-retired		*		
3895150	1	Taraxacum acervatulum	gbif:5699530	id-retired/name-retired		*		
3896481	1	Taraxacum subgentile	gbif:5695086	id-retired/name-retired		*		
3896480	1	Taraxacum taeniformatum	gbif:5694912	id-retired/name-retired		*		
3896483	1	Taraxacum wiinstedtii	gbif:5694574	id-retired/name-retired		*		
3895152	1	Taraxacum pycnocarpum	gbif:5695877	id-retired/name-retired		*		
3896482	1	Taraxacum curvilobatum	gbif:5394314	id-retired/name-retired		*		
3895151	1	Taraxacum phitosii	gbif:5696384	id-retired/name-retired		*		
3896485	1	Taraxacum wibergense	gbif:5694575	id-retired/name-retired		*		
3895154	1	Taraxacum pycnodon	gbif:5695872	id-retired/name-retired		*		
3896484	1	Taraxacum westmanii	gbif:5694576	id-retired/name-retired		*		
3895153	1	Taraxacum pycnocedens	gbif:5695875	id-retired/name-retired		*		
3896487	1	Taraxacum mazzettii	gbif:5697106	id-retired/name-retired		*		
3895156	1	Taraxacum hyrynsalmense	gbif:5697769	id-retired/name-retired		*		
3896486	1	Taraxacum brevisectoides	gbif:5698940	id-retired/name-retired		*		
3895155	1	Taraxacum iberanthum	gbif:5697761	id-retired/name-retired		*		
3896489	1	Taraxacum maurum	gbif:5697109	id-retired/name-retired		*		
3895158	1	Taraxacum truculentum	gbif:5694775	id-retired/name-retired		*		
3895157	1	Taraxacum faeroense	gbif:6082464	id-retired/name-retired		*		
3896488	1	Taraxacum trigonense	gbif:5694798	id-retired/name-retired		*		
3895159	1	Taraxacum obnubilum	gbif:6082595	id-retired/name-retired		*		
3896470	1	Taraxacum melanostylum	gbif:5697073	id-retired/name-retired		*		
3896472	1	Taraxacum parasemum	gbif:5696534	id-retired/name-retired		*		
3895141	1	Taraxacum brunneum	gbif:5393887	id-retired/name-retired		*		
3895140	1	Taraxacum lacistrum	gbif:5697499	id-retired/name-retired		*		
3896471	1	Taraxacum privum	gbif:5394312	id-retired/name-retired		*		
3896474	1	Taraxacum recurvum	gbif:5394191	id-retired/name-retired		*		
3895143	1	Taraxacum platylepium	gbif:5393886	id-retired/name-retired		*		
3895142	1	Taraxacum lacustre	gbif:5697495	id-retired/name-retired		*		
3896473	1	Taraxacum subglaucescens	gbif:5695081	id-retired/name-retired		*		
3895145	1	Taraxacum mundulum	gbif:5696909	id-retired/name-retired		*		
3896476	1	Taraxacum subgentiliforme	gbif:5695084	id-retired/name-retired		*		
3895144	1	Taraxacum christelianum	gbif:5698773	id-retired/name-retired		*		
3896475	1	Taraxacum subglebulosum	gbif:5695080	id-retired/name-retired		*		
3896478	1	Taraxacum croceiflorum	gbif:5394195	id-retired/name-retired		*		
3895147	1	Taraxacum canaliculatum	gbif:6064309	id-retired/name-retired		*		
3896477	1	Taraxacum triangulare	gbif:5394194	id-retired/name-retired		*		
3895146	1	Taraxacum oxyrhinum	gbif:5696611	id-retired/name-retired		*		
3895149	1	Taraxacum acervans	gbif:5699531	id-retired/name-retired		*		
3896479	1	Taraxacum parciflorum	gbif:5696531	id-retired/name-retired		*		
3895148	1	Taraxacum laticaudatum	gbif:5697422	id-retired/name-retired		*		
1026265	4	Millotia	ncbi:125730,gbif:3097583	lumped		29196		
3895170	1	Taraxacum porrigentilobatum	gbif:5696222	id-retired/name-retired		*		
3895172	1	Taraxacum portentosum	gbif:5696220	id-retired/name-retired		*		
3895171	1	Taraxacum longicuspis	gbif:5697259	id-retired/name-retired		*		
3895174	1	Taraxacum penelobum	gbif:5696456	id-retired/name-retired		*		
3895173	1	Taraxacum longifrons	gbif:5697256	id-retired/name-retired		*		
3895176	1	Taraxacum submosciense	gbif:5695018	id-retired/name-retired		*		
3895175	1	Taraxacum porrectidens	gbif:5696226	id-retired/name-retired		*		
3895178	1	Taraxacum erntrum	gbif:5698358	id-retired/name-retired		*		
3895177	1	Taraxacum erythropodum	gbif:5698351	id-retired/name-retired		*		
3895179	1	Taraxacum besarabicum	gbif:6082503	id-retired/name-retired		*		
3896490	1	Taraxacum obuncum	gbif:5696758	id-retired/name-retired		*		
3896492	1	Taraxacum pterygoideum	gbif:5695945	id-retired/name-retired		*		
3895161	1	Taraxacum flevoense	gbif:5698229	id-retired/name-retired		*		
3895160	1	Taraxacum glossodon	gbif:5698048	id-retired/name-retired		*		
3896491	1	Taraxacum trilobifolium	gbif:5694792	id-retired/name-retired		*		
3896494	1	Taraxacum nevadense	gbif:5696849	id-retired/name-retired		*		
3895163	1	Taraxacum fusculinerve	gbif:5698152	id-retired/name-retired		*		
3896493	1	Taraxacum leptocarpum	gbif:5697363	id-retired/name-retired		*		
3895162	1	Taraxacum slovacum	gbif:5695294	id-retired/name-retired		*		
3895165	1	Taraxacum pervalidum	gbif:5696403	id-retired/name-retired		*		
3896495	1	Taraxacum lepidum	gbif:5697366	id-retired/name-retired		*		
3896498	1	Taraxacum nigrescens	gbif:5696844	id-retired/name-retired		*		
3895167	1	Taraxacum persimile	gbif:5696406	id-retired/name-retired		*		
3896497	1	Taraxacum nietoi	gbif:5696845	id-retired/name-retired		*		
3895166	1	Taraxacum brachyoncum	gbif:5698980	id-retired/name-retired		*		
3895169	1	Taraxacum longihastatum	gbif:5697254	id-retired/name-retired		*		
3895168	1	Taraxacum deorum	gbif:5698555	id-retired/name-retired		*		
3896499	1	Taraxacum uncinatum	gbif:5694723	id-retired/name-retired		*		
3897771	1	Hieracium basalticola	gbif:4232976	id-retired/name-retired		*		
3897772	1	Hieracium kavinae	gbif:6295902	id-retired/name-retired		*		
3895110	1	Taraxacum multisinuatum	gbif:5696912	id-retired/name-retired		*		
3896441	1	Taraxacum latisectum	gbif:5394308	id-retired/name-retired		*		
3896440	1	Taraxacum cordatum	gbif:5394255	id-retired/name-retired		*		
3895119	1	Taraxacum brachycephalum	gbif:5698991	id-retired/name-retired		*		
3897775	1	Hieracium alleghaniense	gbif:3136659	id-retired/name-retired		*		
3895112	1	Taraxacum botanicorum	gbif:5698996	id-retired/name-retired		*		
3896443	1	Taraxacum atlanticum	gbif:5394070	id-retired/name-retired		*		
3897776	1	Hieracium cajanderi	gbif:3136658	id-retired/name-retired		*		
3895111	1	Taraxacum epacroides	gbif:5698378	id-retired/name-retired		*		
3896442	1	Taraxacum intumescens	gbif:5394301	id-retired/name-retired		*		
3897773	1	Hieracium plantaginifrons	gbif:3136650	id-retired/name-retired		*		
3896445	1	Taraxacum getulum	gbif:5394251	id-retired/name-retired		*		
3895114	1	Taraxacum proruptum	gbif:5696136	id-retired/name-retired		*		
3897774	1	Hieracium rupicoloides	gbif:3136654	id-retired/name-retired		*		
3895113	1	Taraxacum pastiniferum	gbif:5696512	id-retired/name-retired		*		
3896444	1	Taraxacum estrelense	gbif:5698340	id-retired/name-retired		*		
3897779	1	Hieracium teliforme	gbif:3135555	id-retired/name-retired		*		
3896447	1	Taraxacum dissectiforme	gbif:5698515	id-retired/name-retired		*		
3895116	1	Taraxacum squarrosum	gbif:5695210	id-retired/name-retired		*		
3896446	1	Taraxacum scoticum	gbif:5695473	id-retired/name-retired		*		
3895115	1	Taraxacum brabanticum	gbif:5698994	id-retired/name-retired		*		
3897777	1	Hieracium calophyllomorphum	gbif:6078374	id-retired/name-retired		*		
3895118	1	Taraxacum epacrum	gbif:5698375	id-retired/name-retired		*		
3896449	1	Taraxacum myvatnense	gbif:5696894	id-retired/name-retired		*		
3897778	1	Hieracium calvum	gbif:4230244	id-retired/name-retired		*		
3896448	1	Taraxacum dispar	gbif:5698517	id-retired/name-retired		*		
3895117	1	Taraxacum erectiusculilobatum	gbif:5698370	id-retired/name-retired		*		
3897760	1	Hieracium orthoglossum	gbif:3135668	id-retired/name-retired		*		
3897761	1	Hieracium cremnanthes	gbif:3135976	id-retired/name-retired		*		
3896430	1	Taraxacum opulens	gbif:5696652	id-retired/name-retired		*		
825082	1	Psiadia depauperata	ncbi:1225830	newly-hidden[incertae_sedis_inherited]	Psiadia	=		
3895109	1	Taraxacum perenne	gbif:5696425	id-retired/name-retired		*		
3895108	1	Taraxacum novoburgense	gbif:5696808	id-retired/name-retired		*		
3896439	1	Taraxacum steveniiforme	gbif:5394309	id-retired/name-retired		*		
3895101	1	Taraxacum hepaticum	gbif:5697875	id-retired/name-retired		*		
3896432	1	Taraxacum agrarium	gbif:5699447	id-retired/name-retired		*		
3897765	1	Hieracium pseudopetiolatum	gbif:3136627	id-retired/name-retired		*		
3895100	1	Taraxacum hempelianum	gbif:5697876	id-retired/name-retired		*		
3896431	1	Taraxacum amborum	gbif:5699361	id-retired/name-retired		*		
3897762	1	Hieracium mollitum	gbif:4207686	id-retired/name-retired		*		
3895103	1	Taraxacum danubium	gbif:5698616	id-retired/name-retired		*		
3896434	1	Taraxacum espinulosum	gbif:5698342	id-retired/name-retired		*		
3897763	1	Hieracium christianbernardii	gbif:6064220	id-retired/name-retired		*		
3896433	1	Taraxacum erzincanense	gbif:5698343	id-retired/name-retired		*		
3895102	1	Taraxacum dargilanicum	gbif:5698615	id-retired/name-retired		*		
3897768	1	Hieracium granatense	gbif:3136564	id-retired/name-retired		*		
3896436	1	Taraxacum ranunculus	gbif:5695817	id-retired/name-retired		*		
3895105	1	Taraxacum davisii	gbif:5698612	id-retired/name-retired		*		
3897769	1	Hieracium trimontserratii	gbif:4238369	id-retired/name-retired		*		
3895104	1	Taraxacum dasypogonum	gbif:5698613	id-retired/name-retired		*		
3896435	1	Taraxacum aginnense	gbif:5699449	id-retired/name-retired		*		
3897766	1	Hieracium dolichotrichum	gbif:3136626	id-retired/name-retired		*		
3896438	1	Taraxacum expallidiforme	gbif:5394254	id-retired/name-retired		*		
3895107	1	Taraxacum danubiense	gbif:5698618	id-retired/name-retired		*		
3895106	1	Taraxacum davosense	gbif:5698610	id-retired/name-retired		*		
3896437	1	Taraxacum invocatum	gbif:5697628	id-retired/name-retired		*		
3897790	1	Hieracium tuberculatum	gbif:4238206	id-retired/name-retired		*		
3897793	1	Hieracium puschlachtae	gbif:3136452	id-retired/name-retired		*		
3895130	1	Taraxacum squamulosum	gbif:5695212	id-retired/name-retired		*		
3896461	1	Taraxacum saetigerum	gbif:5695606	id-retired/name-retired		*		
3897794	1	Hieracium intercessum	gbif:4215039	id-retired/name-retired		*		
3896460	1	Taraxacum subnefrens	gbif:5695012	id-retired/name-retired		*		
3897791	1	Hieracium geminatum	gbif:3136451	id-retired/name-retired		*		
3896463	1	Taraxacum uzunoglui	gbif:5694683	id-retired/name-retired		*		
3895132	1	Taraxacum respersum	gbif:5695747	id-retired/name-retired		*		
3897792	1	Hieracium speciosum	gbif:4243464	id-retired/name-retired		*		
3896462	1	Taraxacum subolivaceum	gbif:5695011	id-retired/name-retired		*		
3895131	1	Taraxacum tornense	gbif:5694819	id-retired/name-retired		*		
426697	1	Nidorella sp. LHMS2544	ncbi:1225810	newly-hidden[incertae_sedis_inherited]	Nidorella	=		
3897797	1	Hieracium panaeoliforme	gbif:3136435	id-retired/name-retired		*		
3895134	1	Taraxacum arachnotrichum	gbif:5699241	id-retired/name-retired		*		
3896465	1	Taraxacum denticulatum	gbif:5698569	id-retired/name-retired		*		
3897798	1	Hieracium glanduliceps	gbif:4219486	id-retired/name-retired		*		
3896464	1	Taraxacum vaccarii	gbif:5694682	id-retired/name-retired		*		
3895133	1	Taraxacum trigonum	gbif:5694796	id-retired/name-retired		*		
3897795	1	Hieracium westii	gbif:4235952	id-retired/name-retired		*		
3896467	1	Taraxacum melanops	gbif:5697078	id-retired/name-retired		*		
3895136	1	Taraxacum arachnoideum	gbif:5699244	id-retired/name-retired		*		
3897796	1	Hieracium breadalbanense	gbif:3136449	id-retired/name-retired		*		
3896466	1	Taraxacum userinum	gbif:5694687	id-retired/name-retired		*		
3895135	1	Taraxacum aquitanum	gbif:5699245	id-retired/name-retired		*		
3895138	1	Taraxacum murbeckianum	gbif:5696902	id-retired/name-retired		*		
3896469	1	Taraxacum melanocephalum	gbif:5697079	id-retired/name-retired		*		
3896468	1	Taraxacum uvidum	gbif:5694684	id-retired/name-retired		*		
3895137	1	Taraxacum apulicum	gbif:5699249	id-retired/name-retired		*		
3897799	1	Hieracium catenatum	gbif:3136446	id-retired/name-retired		*		
3895139	1	Taraxacum chloroticum	gbif:5698775	id-retired/name-retired		*		
3897782	1	Hieracium insulicola	gbif:3135551	id-retired/name-retired		*		
3896450	1	Taraxacum pallescentiforme	gbif:5696598	id-retired/name-retired		*		
3897783	1	Hieracium nubitangens	gbif:4205861	id-retired/name-retired		*		
3897780	1	Hieracium chlorellum	gbif:3135554	id-retired/name-retired		*		
